3.519737106776584596e+02,3.519737106776584596e+02,0.000000000000000000e+00
7.195602830911594765e+02,6.394932216556869662e+02,0.000000000000000000e+00
4.098116573842381740e+02,3.276158566706795341e+02,0.000000000000000000e+00
2.754309540453772343e+02,2.008653120259879472e+02,0.000000000000000000e+00
1.992764901317032411e+02,1.348348366154577320e+02,0.000000000000000000e+00
1.487178081264220850e+02,9.518431669289367392e+01,0.000000000000000000e+00
1.110408201251554203e+02,6.842277549469010012e+01,0.000000000000000000e+00
8.105014892416458849e+01,4.879059544138372928e+01,0.000000000000000000e+00
5.711963987948822563e+01,3.398600603075339421e+01,0.000000000000000000e+00
3.899224389991003648e+01,2.312068179097698817e+01,0.000000000000000000e+00
2.621785506576842550e+01,1.556127768183956661e+01,0.000000000000000000e+00
1.768851807475910221e+01,1.052372731042134113e+01,0.000000000000000000e+00
1.211463922379596347e+01,7.224088304694716633e+00,0.000000000000000000e+00
8.476394818203752735e+00,5.063722161247361520e+00,0.000000000000000000e+00
6.089339536551009679e+00,3.642552886147684799e+00,0.000000000000000000e+00
4.514517715619565941e+00,2.703062562183601081e+00,0.000000000000000000e+00
3.471441832408667327e+00,2.079892016662638454e+00,0.000000000000000000e+00
2.779948609212648414e+00,1.666339724927375254e+00,0.000000000000000000e+00
2.319510451562125652e+00,1.391043447747216888e+00,0.000000000000000000e+00
2.015812444259850178e+00,1.209520921648550296e+00,0.000000000000000000e+00
1.626090793614177521e+00,9.765035329666569286e-01,0.000000000000000000e+00
