6.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02
4.860129722091373310e+02,6.721384255662982241e+02,4.528334703837352322e+02
4.382497452758115060e+02,4.562341613110768890e+02,2.848724092461699229e+02
2.610301339779694558e+02,2.586199382399150863e+02,1.853313350614556043e+02
1.590039212650701188e+02,1.544351803151240006e+02,1.225385226023099818e+02
9.987825241733040116e+01,9.619207157318008683e+01,8.163230806238067316e+01
6.402185898444042778e+01,6.151398669795316465e+01,5.456939278707424990e+01
4.150835817297676300e+01,3.994537626516984119e+01,3.653638908277174124e+01
2.707065645383373464e+01,2.616686268505706536e+01,2.448105903941375061e+01
1.772022037784649129e+01,1.723423162529618580e+01,1.640997143366921307e+01
1.164390984883061719e+01,1.139812549483418991e+01,1.100274042334911506e+01
7.685243336734215447e+00,7.565875219629817572e+00,7.379070306301168003e+00
5.094932254144544537e+00,5.038069796063807892e+00,4.950327569145438034e+00
3.390715602834807108e+00,3.363724002170978888e+00,3.322377248472868860e+00
2.263763978864326454e+00,2.250855055629946921e+00,2.231155675705405628e+00
1.515526528809186368e+00,1.509252603106658652e+00,1.499696162908950692e+00
1.017260804265059937e+00,1.014138958076441499e+00,1.009386788946921465e+00
6.847656929427394790e-01,6.831629901982545494e-01,6.807234311017721362e-01
4.625637809816667279e-01,4.617121453312765800e-01,4.604140756768507758e-01
3.141226045436601444e-01,3.135741988627714361e-01,3.127363955947907170e-01
2.150204492621332342e-01,2.145146955793280075e-01,2.137451210971115512e-01
