2.492645694791952337e+04,2.492645562342082485e+04,2.492645562342082485e+04,2.492645562342082485e+04,2.492645562342082485e+04,2.492645562342082485e+04,2.492645562342082485e+04,2.492645562342082485e+04,2.492645562342082485e+04,2.492645562342082485e+04,2.014733783237669195e+04
7.412218236942111980e+04,7.378976400846266188e+04,7.282686395690310746e+04,7.132802735203104385e+04,6.942534464010459487e+04,6.725875511963323515e+04,6.494813522622607707e+04,6.258539446783828316e+04,6.039580884194785176e+04,6.172587528434370324e+04,1.340636672861487750e+04
3.612469009591180657e+04,3.627285235049402399e+04,3.668874255446001189e+04,3.728896030156344932e+04,3.793794157456148241e+04,3.843810169012249389e+04,3.848326831807060807e+04,3.751294136389240884e+04,3.421493207895595697e+04,2.326051963338689529e+04,8.986595716634805285e+03
6.655867371804430149e+04,6.631630782400209864e+04,6.560314260364501388e+04,6.445151111348451377e+04,6.288563779125468136e+04,6.088102284667436470e+04,5.830797572239045257e+04,5.485043635528505547e+04,4.991589219934433640e+04,4.319542577974864253e+04,6.023905782984807956e+03
5.960401615703175776e+04,5.954072942079631321e+04,5.931790364157973818e+04,5.883579641777616780e+04,5.792194585156079120e+04,5.631077562770625809e+04,5.359591831096677197e+04,4.914689075160831999e+04,4.202540692289768049e+04,3.119653863231161085e+04,4.037955146552703354e+03
6.808929567361726367e+04,6.781736079249344766e+04,6.698068074049755523e+04,6.550825045587481873e+04,6.325363095874262217e+04,5.995278497466446424e+04,5.517056152942542394e+04,4.827246196944699477e+04,3.858297848435209016e+04,2.625985901887247383e+04,2.706732569170581883e+03
6.860361193131697655e+04,6.826414654044331110e+04,6.720368186326631985e+04,6.529041073429802054e+04,6.228573862552307401e+04,5.781878521934646415e+04,5.137507328062738816e+04,4.239047544397698948e+04,3.071218911817933622e+04,1.780086582386191731e+04,1.814387373142443494e+03
6.925006850557804864e+04,6.875995920659246622e+04,6.724169077209939132e+04,6.454572093972737639e+04,6.040745796009854530e+04,5.444351211675582454e+04,4.621390431997881387e+04,3.549988009355761460e+04,2.304953702446730313e+04,1.156836374428854106e+04,1.216230495237236937e+03
6.752510337516744039e+04,6.689328399547413574e+04,6.494285323310922104e+04,6.150814758035915293e+04,5.631859353266475227e+04,4.904407991980227962e+04,3.946615985282531619e+04,2.793423207526918486e+04,1.613459998574574638e+04,7.136673086893229083e+03,8.152739477892464492e+02
6.419459097717096301e+04,6.341816616240987059e+04,6.103538428837538231e+04,5.689258782036769844e+04,5.076983078491152992e+04,4.248973565502851125e+04,3.219726560654444256e+04,2.088812708954178015e+04,1.082389973583756546e+04,4.430149679043292053e+03,5.465047359892143959e+02
5.938288309517275775e+04,5.847940713338528440e+04,5.572561033098711050e+04,5.100869124926903896e+04,4.421514487299854227e+04,3.540348708118191280e+04,2.514758860489451399e+04,1.496006429166985617e+04,7.095317521984653467e+03,2.810656063845310655e+03,3.663433454248119006e+02
5.347965536290746240e+04,5.247875367178083252e+04,4.945237057993482449e+04,4.435791308253425086e+04,3.723578038854003535e+04,2.842521844065692130e+04,1.889066657534486876e+04,1.037557860336446174e+04,4.627527652484302962e+03,1.826269885952003506e+03,2.455775537663029695e+02
4.689879635433322255e+04,4.584023161754242028e+04,4.266847308009430708e+04,3.743306433988788194e+04,3.035357265152649416e+04,2.204120707496559771e+04,1.372085875189096987e+04,7.043968775766453291e+03,3.031627714353548527e+03,1.205021623156863825e+03,1.646258227296956989e+02
4.006370017382675724e+04,3.899197031502891332e+04,3.581301803247663338e+04,3.067830094933979490e+04,2.398367190430040500e+04,1.655315469800237770e+04,9.694637702153451755e+03,4.724816225592950104e+03,1.999892467346218382e+03,8.011083319350651664e+02,1.103622546507781124e+02
3.335508567330319056e+04,3.231382502616149213e+04,2.925911039265534782e+04,2.444005756852854029e+04,1.839915269057306796e+04,1.208078064653794536e+04,6.705238214831748337e+03,3.151555186698817579e+03,1.326224059773252065e+03,5.339172306732656352e+02,7.398829719691001117e+01
2.707859614970113398e+04,2.610565254105450003e+04,2.328512393616521513e+04,1.894685116421389466e+04,1.373101355700825661e+04,8.600266432750542663e+03,4.566206563242888478e+03,2.097585009342897138e+03,8.816390161866723929e+02,3.557335142108981927e+02,4.960610436158557945e+01
2.144792046940101136e+04,2.057196384711062638e+04,1.806473157486234049e+04,1.431088862684955893e+04,9.990748076305873838e+03,5.995915445338588142e+03,3.076153967561037007e+03,1.394385672436520508e+03,5.860089135295920642e+02,2.365223435182191736e+02,3.326223173765430374e+01
1.658362209997472746e+04,1.582256973119054419e+04,1.367348110262693990e+04,1.054584323826728541e+04,7.104765152627624957e+03,4.109525955957130464e+03,2.056592839262106736e+03,9.252014555619197154e+02,3.885900064500237363e+02,1.566840912474651759e+02,2.230660628794719003e+01
1.252377976954401674e+04,1.188490346491831042e+04,1.010631124013528097e+04,7.593069247170399649e+03,4.950576344871008587e+03,2.777980596972549847e+03,1.366461296157676088e+03,6.117490125436304425e+02,2.565020135193192914e+02,1.032148440040325141e+02,1.496283093214015381e+01
9.241618157471642917e+03,8.722936964944623469e+03,7.300192619670829117e+03,5.349500749827211621e+03,3.387816790940827104e+03,1.856083737074367036e+03,9.020417913634356637e+02,4.021011321020880018e+02,1.680855404301070450e+02,6.743278668171801371e+01,1.004015109755702539e+01
6.665639105332070358e+03,6.258097065834192108e+03,5.157071295027615633e+03,3.692414464089420107e+03,2.280600045600183876e+03,1.226388781857926006e+03,5.904175761480379379e+02,2.618278364827913833e+02,1.089448864892048334e+02,4.353245878290958615e+01,6.740380124219495173e+00
4.698817431238918289e+03,4.388759285703166825e+03,3.563831978101447021e+03,2.498406137981296524e+03,1.510650447260519741e+03,8.000656900331009638e+02,3.816522406689248328e+02,1.680461447533190551e+02,6.947975733209554505e+01,2.763370414677059372e+01,4.528477493464500014e+00
3.234716546970382296e+03,3.006264243905629883e+03,2.407574569127697941e+03,1.655798673982497803e+03,9.826444186398044849e+02,5.130493621819746295e+02,2.420434011560537897e+02,1.055295219599227039e+02,4.328945417191711442e+01,1.714604759834067949e+01,3.045794820190348418e+00
2.169534393492061099e+03,2.006583348240327723e+03,1.585758326217556714e+03,1.071043328490064141e+03,6.241582845779017816e+02,3.206614174991674417e+02,1.490559388119130517e+02,6.416525847709252162e+01,2.611479379931602196e+01,1.033782741929256410e+01,2.051922902384931469e+00
1.409980368683665120e+03,1.297668777212237956e+03,1.011699655457715380e+03,6.705047995684872149e+02,3.827070571512423953e+02,1.925338633749168480e+02,8.776593482737102647e+01,3.726540021624624899e+01,1.511595355042941513e+01,6.038304410874436812e+00,1.385710632688072153e+00
8.776042172526144896e+02,8.032235469368408758e+02,6.165296383626628085e+02,3.993614748491965543e+02,2.218491139336854872e+02,1.085440025132657667e+02,4.839817289766073571e+01,2.038952151352468434e+01,8.359012145409147720e+00,3.431421655132814053e+00,9.391351933953473452e-01
5.106996704401555007e+02,4.640899076126979139e+02,3.490242719602359784e+02,2.192308790678776802e+02,1.174787332577194121e+02,5.568154443956730404e+01,2.448720157567652222e+01,1.045884743578613829e+01,4.453456806175815963e+00,1.925918516056849494e+00,6.397867243702688445e-01
2.650592834496269461e+02,2.385005653504124155e+02,1.744276465622149033e+02,1.052725830289004563e+02,5.425200230768069787e+01,2.525939619770217703e+01,1.133992062018047342e+01,5.125500631882410119e+00,2.347140986223408721e+00,1.092762806614643756e+00,4.391274448326744073e-01
1.131646317742420962e+02,1.005942586956534939e+02,7.127352660839628129e+01,4.152629297038813405e+01,2.116409636112913617e+01,1.024543934472606033e+01,5.018898704297597213e+00,2.519891686320011370e+00,1.269694414115644765e+00,6.409226168211414887e-01,3.046215073355569847e-01
3.623469690556392209e+01,3.199838532673243208e+01,2.248444836737069608e+01,1.337735834695344295e+01,7.390102939839937157e+00,4.092045355565857356e+00,2.318133603492803729e+00,1.314342008485378743e+00,7.256723335788780593e-01,3.937551237969341145e-01,2.144594811204219020e-01
9.083252715220332618e+00,8.188290710153230734e+00,6.189558920814993925e+00,4.231385921271779260e+00,2.805508999895645506e+00,1.849750251112284305e+00,1.199504498178202816e+00,7.487230264498634380e-01,4.431140655501344394e-01,2.545205712399511433e-01,1.540220675572266940e-01
2.673352171600651417e+00,2.526677691147618976e+00,2.169048562673950631e+00,1.746788041293847460e+00,1.346864675646497034e+00,9.966434217912160110e-01,7.021783257478120266e-01,4.656989748976602117e-01,2.889350246993295235e-01,1.732024286697516346e-01,1.135096577152698016e-01
1.250861580468505041e+00,1.212992121047915983e+00,1.109231375190886881e+00,9.614911402026216081e-01,7.919559278138246228e-01,6.185727814406131175e-01,4.553232578591984159e-01,3.131346227047789865e-01,2.005235936277848241e-01,1.241059723651913166e-01,8.635337728499498100e-02
7.755683350192440484e-01,7.575823060699692357e-01,7.060696464939243411e-01,6.275343663402673799e-01,5.307926043124628901e-01,4.254345281058649064e-01,3.208491729399766124e-01,2.257018260905206408e-01,1.477165075783196391e-01,9.365554352852756281e-02,6.814997813681633598e-02
5.509809993622077906e-01,5.396015557607670710e-01,5.065888900802253403e-01,4.551352362944189878e-01,3.900335357867164565e-01,3.171117902927612642e-01,2.427141289965331350e-01,1.733006091905961998e-01,1.151820147441620507e-01,7.437526124772587954e-02,5.594787478180414386e-02
4.272258336584526250e-01,4.189497072794663990e-01,3.948125346828537663e-01,3.568211528261190923e-01,3.081169496306381261e-01,2.527273101115412590e-01,1.953017139617011788e-01,1.408731932580392365e-01,9.466862297631405132e-02,6.197585378082914875e-02,4.776856029914076929e-02
3.538768999299041207e-01,3.472925475021793607e-01,3.280342319684795283e-01,2.975554881633227233e-01,2.581828139303429248e-01,2.129910564608074874e-01,1.656609167098000435e-01,1.203383209769018219e-01,8.151058066715322070e-02,5.390821655094769210e-02,4.228580183858195174e-02
3.085516741899104742e-01,3.029616364144505636e-01,2.865829309502658240e-01,2.605737222595743696e-01,2.268132825422313203e-01,1.878336361747688088e-01,1.467379545209873959e-01,1.071156209942295684e-01,7.296261196099802782e-02,4.861356337140940870e-02,3.861059893489775935e-02
2.797895116635987778e-01,2.748105550706553268e-01,2.602059614012328104e-01,2.369634492276185000e-01,2.067000311259456213e-01,1.716221140983764937e-01,1.344765695017805518e-01,9.849805660601629320e-02,6.735762774472837944e-02,4.511678986865225172e-02,3.614703675530985677e-02
2.612119587906702733e-01,2.566194879000705531e-01,2.431386823550961973e-01,2.216539110778040778e-01,1.936215571186082340e-01,1.610456974272792829e-01,1.264477564074107940e-01,9.283310888135790084e-02,6.365763167737428785e-02,4.279688806200863255e-02,3.449566164167701399e-02
2.490680349212523459e-01,2.447246994794726460e-01,2.319690262098118294e-01,2.116206297431553474e-01,1.850345916941613655e-01,1.540861834682878684e-01,1.211515850606702804e-01,8.908635501791217770e-02,6.120349073787715449e-02,4.125280828068687844e-02,3.338871179948442458e-02
2.410647997794441444e-01,2.368841274493881099e-01,2.246022079860187093e-01,2.049971802413239896e-01,1.793589623136774835e-01,1.494794532321808700e-01,1.176400727829222531e-01,8.659771303634225537e-02,5.957025670107317372e-02,4.022278477862598067e-02,3.264670113030673781e-02
2.357611822263067924e-01,2.316876329377920707e-01,2.197178415074864943e-01,2.006029833775740123e-01,1.755904931013977932e-01,1.464176897581468961e-01,1.153036297073987138e-01,8.493986144811313532e-02,5.848082184721579979e-02,3.953460826113148335e-02,3.214931650438461463e-02
2.322333838808805229e-01,2.282307918832788829e-01,2.164678100102577496e-01,1.976779081375642233e-01,1.730805709812278104e-01,1.443771104348573198e-01,1.137452953700682778e-01,8.383323147317703339e-02,5.775297090244233683e-02,3.907433567927683787e-02,3.181590961903908027e-02
2.298808676387602001e-01,2.259254610678941011e-01,2.143000302392806533e-01,1.957263398094284956e-01,1.714053733321406758e-01,1.430145640719353850e-01,1.127042358465168009e-01,8.309353512083945958e-02,5.726616887943764694e-02,3.876626873595586525e-02,3.159242030030566528e-02
2.283094161507823738e-01,2.243854696593983733e-01,2.128517602695905175e-01,1.944222789987992139e-01,1.702857120473311725e-01,1.421036014433389172e-01,1.120079774120580907e-01,8.259864708979672288e-02,5.694034723437280121e-02,3.855997394625736152e-02,3.144261092988380468e-02
2.272585029483826513e-01,2.233555689906934483e-01,2.118831265514648787e-01,1.935499882320800835e-01,1.695366436955075273e-01,1.414940342560344066e-01,1.115419739324679110e-01,8.226733898393810696e-02,5.672216369200350217e-02,3.842178435939472281e-02,3.134219070580605143e-02
2.265551601122159087e-01,2.226662773021683417e-01,2.112348065893669136e-01,1.929661038782172211e-01,1.690351854005144872e-01,1.410859096767784204e-01,1.112299227579983257e-01,8.204544776324126931e-02,5.657601041675279496e-02,3.832919537970505552e-02,3.127487701657934160e-02
2.260841916768916160e-01,2.222047123905111221e-01,2.108006624433544918e-01,1.925750871423522192e-01,1.686993431237355234e-01,1.408125515196313460e-01,1.110208925660345347e-01,8.189679561064240609e-02,5.647808570283169294e-02,3.826715014150463418e-02,3.122975530131806565e-02
2.257687150363076323e-01,2.218955322786476947e-01,2.105098435368382426e-01,1.923131481910297924e-01,1.684743539736770768e-01,1.406294110954520171e-01,1.108808401400512150e-01,8.179718974138841525e-02,5.641246492526445083e-02,3.822556852205021699e-02,3.119950931106691555e-02
6.728906954452362754e-02,6.629321195980462933e-02,6.342798560870079039e-02,5.904549975181334898e-02,5.368298221464767178e-02,4.798917885714353015e-02,4.262416100632448329e-02,3.813823848003405903e-02,3.484147580052393556e-02,3.268408264320200179e-02,3.117923481748937492e-02
3.283498348589463517e-02,3.278334057543743491e-02,3.263689369343626689e-02,3.241891887967747465e-02,3.216162169667263759e-02,3.189838061159812332e-02,3.165666851562347339e-02,3.145431986100254151e-02,3.130097186832866279e-02,3.120454876332000305e-02,3.117923481748937492e-02
3.130533991165716096e-02,3.130235819521937773e-02,3.129374911574833024e-02,3.128047152539732007e-02,3.126396873237311663e-02,3.124596438785042993e-02,3.122821510809855108e-02,3.121222946131454318e-02,3.119894925030145330e-02,3.118838766868967105e-02,3.117923481748937492e-02
3.118130024722495786e-02,3.118124394944284464e-02,3.118108239106209129e-02,3.118083600089300092e-02,3.118053404744338883e-02,3.118020904128671056e-02,3.117989172219820873e-02,3.117960869666041440e-02,3.117938426898397841e-02,3.117924662028401239e-02,3.117923481748937492e-02
3.117942550141043767e-02,3.117942147389866567e-02,3.117940978472677135e-02,3.117939156865115122e-02,3.117936856866922873e-02,3.117934292176088862e-02,3.117931686984231135e-02,3.117929239828545751e-02,3.117927080053169500e-02,3.117925216808107788e-02,3.117923481748937492e-02
3.117923619515293454e-02,3.117923615911257981e-02,3.117923605497843059e-02,3.117923589398957987e-02,3.117923569271056558e-02,3.117923547056638059e-02,3.117923524781309255e-02,3.117923504499948983e-02,3.117923488473378635e-02,3.117923479588268973e-02,3.117923481748937492e-02
