3.519737106776584596e+02,3.519737106776584596e+02,0.000000000000000000e+00
5.298619955575833274e+02,4.654783333921558892e+02,0.000000000000000000e+00
3.313697453273317706e+02,2.678242837848605973e+02,0.000000000000000000e+00
2.296946836267188132e+02,1.713135016936916770e+02,0.000000000000000000e+00
1.686713394448518955e+02,1.171649468815729875e+02,0.000000000000000000e+00
1.275754755253377795e+02,8.373227271628616109e+01,0.000000000000000000e+00
9.703663502589539291e+01,6.109740388662559241e+01,0.000000000000000000e+00
7.266805764256251621e+01,4.448367208225493385e+01,0.000000000000000000e+00
5.277842838005228288e+01,3.176902631042277036e+01,0.000000000000000000e+00
3.705376785041181620e+01,2.212955559187427212e+01,0.000000000000000000e+00
2.541873100849444711e+01,1.515085756050460120e+01,0.000000000000000000e+00
1.735125984916423292e+01,1.034979461497112041e+01,0.000000000000000000e+00
1.196383222622095133e+01,7.146115947096009613e+00,0.000000000000000000e+00
8.406218859865520088e+00,5.027380738805282689e+00,0.000000000000000000e+00
6.055598523922681942e+00,3.625059787543675416e+00,0.000000000000000000e+00
4.497701352276228803e+00,2.694336970120721819e+00,0.000000000000000000e+00
3.462742490336859547e+00,2.075375262937916521e+00,0.000000000000000000e+00
2.775227945336081969e+00,1.663888372543571803e+00,0.000000000000000000e+00
2.317655898745095921e+00,1.390080397681041857e+00,0.000000000000000000e+00
2.015983426996913241e+00,1.209610177134707198e+00,0.000000000000000000e+00
1.628789580988536656e+00,9.779179574524266005e-01,0.000000000000000000e+00
