1.920000000000000000e+03,1.920000000000000000e+03,1.500000000000000000e+03
3.221586721893238064e+03,2.983349548914709885e+03,1.132083675959338052e+03
1.329829930986593354e+03,1.242461119744225698e+03,7.121810231154247504e+02
6.951538603829502563e+02,6.541148507023589218e+02,4.633283376536389824e+02
4.053992272502609353e+02,3.837212815154510395e+02,3.063463065057749759e+02
2.499879214841143948e+02,2.379554767940294653e+02,2.040807701559516829e+02
1.588651107010014698e+02,1.520919995230767086e+02,1.364234819676856318e+02
1.026427197942661991e+02,9.886023715765732334e+01,9.134097270692934956e+01
6.692874690253414371e+01,6.487130012544102442e+01,6.120264759853437653e+01
4.388579641657172914e+01,4.281050080736463315e+01,4.102492858417303268e+01
2.890306463577304541e+01,2.836436705725665419e+01,2.750685105837278854e+01
1.911532861060911515e+01,1.885406059626632924e+01,1.844767576575291912e+01
1.269180898876135899e+01,1.256723454175026866e+01,1.237581892286359420e+01
8.455541678587938037e+00,8.396332665021470021e+00,8.305943121182172817e+00
5.649370524601446952e+00,5.621019101892243519e+00,5.577889189263514069e+00
3.783981332713665768e+00,3.770186291719844096e+00,3.749240407272376618e+00
2.540764812454442634e+00,2.533892041805591244e+00,2.523466972367303551e+00
1.710697592250341126e+00,1.707164312839214659e+00,1.701808577754430285e+00
1.155769558007568198e+00,1.153887832246309086e+00,1.151035189192126884e+00
7.848948200580859735e-01,7.836823949293437730e-01,7.818409889869768481e-01
5.371650209521945385e-01,5.360517799420146945e-01,5.343628027427789196e-01
