6.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02
4.807302465239280878e+02,4.944266087232383597e+02,4.528334703837352322e+02
3.074852273453252565e+02,3.120920078948776677e+02,2.848724092461699229e+02
1.982558540682662453e+02,1.996575518005886067e+02,1.853313350614556043e+02
1.292986539645971504e+02,1.295797879545461058e+02,1.225385226023099818e+02
8.507881833987434561e+01,8.500491946633295015e+01,8.163230806238067316e+01
5.632892804281099330e+01,5.617742335414799015e+01,5.456939278707424990e+01
3.744843672811186508e+01,3.731085144261289344e+01,3.653638908277174124e+01
2.496305305043020084e+01,2.486121629750292783e+01,2.448105903941375061e+01
1.666814477220875901e+01,1.660016917036019279e+01,1.640997143366921307e+01
1.114096717835942485e+01,1.109886608767809335e+01,1.100274042334911506e+01
7.451932801998763622e+00,7.427541311603237162e+00,7.379070306301168003e+00
4.987832344996131262e+00,4.974511977939775953e+00,4.950327569145438034e+00
3.341274575724505258e+00,3.334317897172996314e+00,3.322377248472868860e+00
2.240572279360521168e+00,2.237031191692209209e+00,2.231155675705405628e+00
1.504396149078297107e+00,1.502606680563431274e+00,1.499696162908950692e+00
1.011764454718605100e+00,1.010852936282820913e+00,1.009386788946921465e+00
6.819550651112449291e-01,6.814813562072289388e-01,6.807234311017721362e-01
4.610723214639766976e-01,4.608190292054924475e-01,4.604140756768507758e-01
3.131595502473402126e-01,3.129970702988624232e-01,3.127363955947907170e-01
2.141392978410384118e-01,2.139866949241070460e-01,2.137451210971115512e-01
