6.000000000000000000e+03,6.000000000000000000e+03,5.999999999999997272e+03,5.999999999999997272e+03,6.000000000000000000e+03,6.000000000000000000e+03,5.999999999999997272e+03,5.999999999999997272e+03,6.000000000000000000e+03,5.999999999999997272e+03
1.046122167297421875e+11,6.253430409697925568e+10,2.636836152445578384e+10,7.772632408718206406e+09,1.581836863506230116e+09,2.189774357434888482e+08,2.035981338641262427e+07,1.284092364788071951e+06,6.237853946816587995e+04,4.021924387806646791e+03
2.250277984863979220e+08,1.564052540541263521e+08,8.510347635129690170e+07,3.614036667800657451e+07,1.194018498777787946e+07,3.066524582235674839e+06,6.173728554154577432e+05,1.011497608693206857e+05,1.516824810872959461e+04,2.695980652379219919e+03
2.752473768741125241e+06,2.146444467948889360e+06,1.418294022423551651e+06,7.946933754272791557e+05,3.785756679335109075e+05,1.544007641311805637e+05,5.481171591879484913e+04,1.755821388500132161e+04,5.439689128862713915e+03,1.807173986606832841e+03
1.253048140323163534e+05,1.064604142405068560e+05,8.124644385938998312e+04,5.583395781198050827e+04,3.471037761880525068e+04,1.967833846407374585e+04,1.031397388756407963e+04,5.108712192409409909e+03,2.469170841711855701e+03,1.211389061489508094e+03
1.487584113994075778e+04,1.342554279591304839e+04,1.133160304439982247e+04,8.965385439040781421e+03,6.673800318870213232e+03,4.700150860448223284e+03,3.156659646833880743e+03,2.043627779006728588e+03,1.292923802301200794e+03,8.120224830575201622e+02
3.392712567790509638e+03,3.184716253915270045e+03,2.868677816145299403e+03,2.483223335788133681e+03,2.070221843716114108e+03,1.667189475484309014e+03,1.302033151628950691e+03,9.909699536640451925e+02,7.393448413188314134e+02,5.443190598178963455e+02
1.169779601415663592e+03,1.124897386590471342e+03,1.054413639850395384e+03,9.641170147662088539e+02,8.608843417516751515e+02,7.517708963482673425e+02,6.431950865379732249e+02,5.403460421217554313e+02,4.468762376613494780e+02,3.648720888280134886e+02
5.185246554132620531e+02,5.059510965418850788e+02,4.857862085654303428e+02,4.591321301592108739e+02,4.273758183603079601e+02,3.920603986415541158e+02,3.547530139736363708e+02,3.169253342495834431e+02,2.798592648718111491e+02,2.445851869731179704e+02
2.676102202662320906e+02,2.634531259553698419e+02,2.566962837954922634e+02,2.475849614019688261e+02,2.364393703301764731e+02,2.236342461030413915e+02,2.095761131598848692e+02,1.946802441770325629e+02,1.793491944727807379e+02,1.639544653842609137e+02
1.516594748319822372e+02,1.501319098648930890e+02,1.476275663277574779e+02,1.442068696061720061e+02,1.399506070285280828e+02,1.349564230704082206e+02,1.293347167474622950e+02,1.232041950732138673e+02,1.166873452189905294e+02,1.099060763769308835e+02
9.114674774850597316e+01,9.054600477030091099e+01,8.955560123308420373e+01,8.819144656026212203e+01,8.647514427973302986e+01,8.443335819687293053e+01,8.209704629052559710e+01,7.950059496791118363e+01,7.668088950997376685e+01,7.367635776938561776e+01
5.687470342187283023e+01,5.662786690216254470e+01,5.621943054916692972e+01,5.565376863487228576e+01,5.493688207219502573e+01,5.407627976679755477e+01,5.308083218572830475e+01,5.196060139504051989e+01,5.072665241169935513e+01,4.939085112451749637e+01
3.636449239724981908e+01,3.626016995434214607e+01,3.608713157906070279e+01,3.584661405881510632e+01,3.554032562515457272e+01,3.517042324342869364e+01,3.473948419764147388e+01,3.425047252954838228e+01,3.370670098441624418e+01,3.311178919233061890e+01
2.362552820638849482e+01,2.358064553110009953e+01,2.350607981345862996e+01,2.340218691000056950e+01,2.326946054067456160e+01,2.310852788195991181e+01,2.292014400273847841e+01,2.270518521679461799e+01,2.246464143951832426e+01,2.219960764853016855e+01
1.551284740184246758e+01,1.549333074585096526e+01,1.546087222885546453e+01,1.541557527784328130e+01,1.535758381966160258e+01,1.528708141950536437e+01,1.520429018659468134e+01,1.510946945681966724e+01,1.500291426406869455e+01,1.488495361374053694e+01
1.025865596208431008e+01,1.025012261597580832e+01,1.023592056131009542e+01,1.021607999605429917e+01,1.019064302728183868e+01,1.015966350232438664e+01,1.012320679343164009e+01,1.008134953723164884e+01,1.003417933055072808e+01,9.981794384405619169e+00
6.817040058540055014e+00,6.813303096367598677e+00,6.807080716261979525e+00,6.798381736859874458e+00,6.787218471049916602e+00,6.773606692931018358e+00,6.757565595559515970e+00,6.739117739655196893e+00,6.718288993472515180e+00,6.695108464077747179e+00
4.545495250525975806e+00,4.543861218549595904e+00,4.541139544970987707e+00,4.537332796131855694e+00,4.532444558456875328e+00,4.526479432020984461e+00,4.519443022308588631e+00,4.511341930186896221e+00,4.502183740120512923e+00,4.491977006658892435e+00
3.038544094642837923e+00,3.037832352920740941e+00,3.036646611815451813e+00,3.034987613351383562e+00,3.032856395117818682e+00,3.030254289026935499e+00,3.027182919720631471e+00,3.023644202629329314e+00,3.019640341685892349e+00,3.015173826699320880e+00
2.035386190686019336e+00,2.035077803576899047e+00,2.034563966966226101e+00,2.033844893591888248e+00,2.032920881049211204e+00,2.031792311553666686e+00,2.030459651636140617e+00,2.028923451771359687e+00,2.027184345939717858e+00,2.025243051123234661e+00
1.366049262606177539e+00,1.365916346887503741e+00,1.365694861007797245e+00,1.365384865421706673e+00,1.364986444720848624e+00,1.364499707588942234e+00,1.363924786744189044e+00,1.363261838868962794e+00,1.362511044526827364e+00,1.361672608066982759e+00
9.187491862765050366e-01,9.186920999634055063e-01,9.185969674847931365e-01,9.184638059012958378e-01,9.182926390893786373e-01,9.180834977329542790e-01,9.178364193125825299e-01,9.175514480922868366e-01,9.172286351039997676e-01,9.168680381296236970e-01
6.195149846393536164e-01,6.194904656529640619e-01,6.194496038775901825e-01,6.193924041153634485e-01,6.193188730876971748e-01,6.192290194337253251e-01,6.191228537082840155e-01,6.190003883794589212e-01,6.188616378256743822e-01,6.187066183323505220e-01
