3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01
1.246708500264573019e+02,1.246708500264573019e+02,1.246708500264573019e+02,1.246708500264573019e+02,1.246708500264573019e+02,1.246708500264573019e+02,1.246708500264573019e+02,1.246708500264573019e+02,1.246708500264573019e+02,0.000000000000000000e+00
8.783990178652784664e+01,8.783990178652784664e+01,8.783990178652784664e+01,8.783990178652784664e+01,8.783990178652784664e+01,8.783990178652784664e+01,8.783990178652784664e+01,8.783990178652784664e+01,8.783990178652784664e+01,0.000000000000000000e+00
1.412238223017271537e+02,1.412238223017271537e+02,1.412238223017271537e+02,1.412238223017271537e+02,1.412238223017271537e+02,1.412238223017271537e+02,1.412238223017271537e+02,1.412238223017271537e+02,1.412238223017271537e+02,0.000000000000000000e+00
6.533701683730927812e+01,6.533701683730927812e+01,6.533701683730927812e+01,6.533701683730927812e+01,6.533701683730927812e+01,6.533701683730927812e+01,6.533701683730927812e+01,6.533701683730927812e+01,6.533701683730927812e+01,0.000000000000000000e+00
6.532789255049614496e+01,6.532789255049614496e+01,6.532789255049614496e+01,6.532789255049614496e+01,6.532789255049614496e+01,6.532789255049614496e+01,6.532789255049614496e+01,6.532789255049614496e+01,6.532789255049614496e+01,0.000000000000000000e+00
1.047375366093197471e+02,1.047375366093197471e+02,1.047375366093197471e+02,1.047375366093197471e+02,1.047375366093197471e+02,1.047375366093197471e+02,1.047375366093197471e+02,1.047375366093197471e+02,1.047375366093197471e+02,0.000000000000000000e+00
1.783772977659599803e+02,1.783772977659599803e+02,1.783772977659599803e+02,1.783772977659599803e+02,1.783772977659599803e+02,1.783772977659599803e+02,1.783772977659599803e+02,1.783772977659599803e+02,1.783772977659599803e+02,0.000000000000000000e+00
2.413268803375147229e+02,2.413268803375147229e+02,2.413268803375147229e+02,2.413268803375147229e+02,2.413268803375147229e+02,2.413268803375147229e+02,2.413268803375147229e+02,2.413268803375147229e+02,2.413268803375147229e+02,0.000000000000000000e+00
2.671085557894523959e+02,2.671085557894523959e+02,2.671085557894523959e+02,2.671085557894523959e+02,2.671085557894523959e+02,2.671085557894523959e+02,2.671085557894523959e+02,2.671085557894523959e+02,2.671085557894523959e+02,0.000000000000000000e+00
