6.780454915285362254e-03,6.780454915285362254e-03,6.780454915285362254e-03
9.980354080839238390e-03,9.495044607298648229e-03,4.548371650496343260e-03
4.976572368124035015e-03,4.749665450396758221e-03,3.052161493687532111e-03
2.833017579388772810e-03,2.712592466460790781e-03,2.049221832496493124e-03
1.724352064484876166e-03,1.656419790221432247e-03,1.376931272635922160e-03
1.089894989952716262e-03,1.050657206860610218e-03,9.262814336008610983e-04
7.048475874849177919e-04,6.821224179040401075e-04,6.242018127529360338e-04
4.626890688051948464e-04,4.496667172200183890e-04,4.217117873997189553e-04
3.070525770555979539e-04,2.997614323160645170e-04,2.859786642831972886e-04
2.057654043427406651e-04,2.018228077642552438e-04,1.949940309471659828e-04
1.394172763774609259e-04,1.373664583475850507e-04,1.340052073408220580e-04
9.579903366346636476e-05,9.476460345601909856e-05,9.312317629335954521e-05
6.703452134468920309e-05,6.652032263171532307e-05,6.571913135959302872e-05
4.800098612161994338e-05,4.774477258523780515e-05,4.734965069802854384e-05
3.536489746019974529e-05,3.523513387812548820e-05,3.503621957531739557e-05
2.695287342679405428e-05,2.688536907557201899e-05,2.678227985828503992e-05
2.134117017763133647e-05,2.130483426318380193e-05,2.124949860718870553e-05
1.759202593954863557e-05,1.757166429496873221e-05,1.754076442424854865e-05
1.508456548373652035e-05,1.507268044838976807e-05,1.505472555600624348e-05
1.341812379512988608e-05,1.340623875978313380e-05,1.338828386739960921e-05
1.175168210652325181e-05,1.173979707117649953e-05,1.227123459797710710e-05
