-4.359489940946446751e+01,-4.359489940946446751e+01,-4.359489940946446751e+01,-4.359489940946446751e+01,-4.359489940946446751e+01,-4.359489940946446751e+01,-4.359489940946446751e+01,-4.359489940946446751e+01,0.000000000000000000e+00
2.271952541536097669e+02,2.271952541536097669e+02,2.271952541536097669e+02,2.271952541536097669e+02,2.271952541536097669e+02,2.271952541536097669e+02,2.271952541536097669e+02,2.271952541536097669e+02,0.000000000000000000e+00
1.070541213535436356e+02,1.070541213535436356e+02,1.070541213535436356e+02,1.070541213535436356e+02,1.070541213535436356e+02,1.070541213535436356e+02,1.070541213535436356e+02,1.070541213535436356e+02,0.000000000000000000e+00
1.861575261514580006e+02,1.861575261514580006e+02,1.861575261514580006e+02,1.861575261514580006e+02,1.861575261514580006e+02,1.861575261514580006e+02,1.861575261514580006e+02,1.861575261514580006e+02,0.000000000000000000e+00
1.673439510399014978e+02,1.673439510399014978e+02,1.673439510399014978e+02,1.673439510399014978e+02,1.673439510399014978e+02,1.673439510399014978e+02,1.673439510399014978e+02,1.673439510399014978e+02,0.000000000000000000e+00
1.744315605311184640e+02,1.744315605311184640e+02,1.744315605311184640e+02,1.744315605311184640e+02,1.744315605311184640e+02,1.744315605311184640e+02,1.744315605311184640e+02,1.744315605311184640e+02,0.000000000000000000e+00
1.668545529916515306e+02,1.668545529916515306e+02,1.668545529916515306e+02,1.668545529916515306e+02,1.668545529916515306e+02,1.668545529916515306e+02,1.668545529916515306e+02,1.668545529916515306e+02,0.000000000000000000e+00
1.576860022895940290e+02,1.576860022895940290e+02,1.576860022895940290e+02,1.576860022895940290e+02,1.576860022895940290e+02,1.576860022895940290e+02,1.576860022895940290e+02,1.576860022895940290e+02,0.000000000000000000e+00
1.462817677298835690e+02,1.462817677298835690e+02,1.462817677298835690e+02,1.462817677298835690e+02,1.462817677298835690e+02,1.462817677298835690e+02,1.462817677298835690e+02,1.462817677298835690e+02,0.000000000000000000e+00
1.322724868275725214e+02,1.322724868275725214e+02,1.322724868275725214e+02,1.322724868275725214e+02,1.322724868275725214e+02,1.322724868275725214e+02,1.322724868275725214e+02,1.322724868275725214e+02,0.000000000000000000e+00
1.157513967032183757e+02,1.157513967032183757e+02,1.157513967032183757e+02,1.157513967032183757e+02,1.157513967032183757e+02,1.157513967032183757e+02,1.157513967032183757e+02,1.157513967032183757e+02,0.000000000000000000e+00
9.742131030672868519e+01,9.742131030672868519e+01,9.742131030672868519e+01,9.742131030672868519e+01,9.742131030672868519e+01,9.742131030672868519e+01,9.742131030672868519e+01,9.742131030672868519e+01,0.000000000000000000e+00
7.855164185827914025e+01,7.855164185827914025e+01,7.855164185827914025e+01,7.855164185827914025e+01,7.855164185827914025e+01,7.855164185827914025e+01,7.855164185827914025e+01,7.855164185827914025e+01,0.000000000000000000e+00
6.066102741647510044e+01,6.066102741647510044e+01,6.066102741647510044e+01,6.066102741647510044e+01,6.066102741647510044e+01,6.066102741647510044e+01,6.066102741647510044e+01,6.066102741647510044e+01,0.000000000000000000e+00
4.503742631725686607e+01,4.503742631725686607e+01,4.503742631725686607e+01,4.503742631725686607e+01,4.503742631725686607e+01,4.503742631725686607e+01,4.503742631725686607e+01,4.503742631725686607e+01,0.000000000000000000e+00
3.237306677379455522e+01,3.237306677379455522e+01,3.237306677379455522e+01,3.237306677379455522e+01,3.237306677379455522e+01,3.237306677379455522e+01,3.237306677379455522e+01,3.237306677379455522e+01,0.000000000000000000e+00
2.271507461448374343e+01,2.271507461448374343e+01,2.271507461448374343e+01,2.271507461448374343e+01,2.271507461448374343e+01,2.271507461448374343e+01,2.271507461448374343e+01,2.271507461448374343e+01,0.000000000000000000e+00
1.567623387265330592e+01,1.567623387265330592e+01,1.567623387265330592e+01,1.567623387265330592e+01,1.567623387265330592e+01,1.567623387265330592e+01,1.567623387265330592e+01,1.567623387265330592e+01,0.000000000000000000e+00
1.070277180722048094e+01,1.070277180722048094e+01,1.070277180722048094e+01,1.070277180722048094e+01,1.070277180722048094e+01,1.070277180722048094e+01,1.070277180722048094e+01,1.070277180722048094e+01,0.000000000000000000e+00
7.257949115180593935e+00,7.257949115180593935e+00,7.257949115180593935e+00,7.257949115180593935e+00,7.257949115180593935e+00,7.257949115180593935e+00,7.257949115180593935e+00,7.257949115180593935e+00,0.000000000000000000e+00
4.901220019124057359e+00,4.901220019124057359e+00,4.901220019124057359e+00,4.901220019124057359e+00,4.901220019124057359e+00,4.901220019124057359e+00,4.901220019124057359e+00,4.901220019124057359e+00,0.000000000000000000e+00
3.301052682733227606e+00,3.301052682733227606e+00,3.301052682733227606e+00,3.301052682733227606e+00,3.301052682733227606e+00,3.301052682733227606e+00,3.301052682733227606e+00,3.301052682733227606e+00,0.000000000000000000e+00
2.219621039467716717e+00,2.219621039467716717e+00,2.219621039467716717e+00,2.219621039467716717e+00,2.219621039467716717e+00,2.219621039467716717e+00,2.219621039467716717e+00,2.219621039467716717e+00,0.000000000000000000e+00
1.490880758702650910e+00,1.490880758702650910e+00,1.490880758702650910e+00,1.490880758702650910e+00,1.490880758702650910e+00,1.490880758702650910e+00,1.490880758702650910e+00,1.490880758702650910e+00,0.000000000000000000e+00
1.000708048630573055e+00,1.000708048630573055e+00,1.000708048630573055e+00,1.000708048630573055e+00,1.000708048630573055e+00,1.000708048630573055e+00,1.000708048630573055e+00,1.000708048630573055e+00,0.000000000000000000e+00
6.713915223134571120e-01,6.713915223134571120e-01,6.713915223134571120e-01,6.713915223134571120e-01,6.713915223134571120e-01,6.713915223134571120e-01,6.713915223134571120e-01,6.713915223134571120e-01,0.000000000000000000e+00
4.503136619581508682e-01,4.503136619581508682e-01,4.503136619581508682e-01,4.503136619581508682e-01,4.503136619581508682e-01,4.503136619581508682e-01,4.503136619581508682e-01,4.503136619581508682e-01,0.000000000000000000e+00
3.019734767555886656e-01,3.019734767555886656e-01,3.019734767555886656e-01,3.019734767555886656e-01,3.019734767555886656e-01,3.019734767555886656e-01,3.019734767555886656e-01,3.019734767555886656e-01,0.000000000000000000e+00
2.024722702363940252e-01,2.024722702363940252e-01,2.024722702363940252e-01,2.024722702363940252e-01,2.024722702363940252e-01,2.024722702363940252e-01,2.024722702363940252e-01,2.024722702363940252e-01,0.000000000000000000e+00
1.357451582782100430e-01,1.357451582782100430e-01,1.357451582782100430e-01,1.357451582782100430e-01,1.357451582782100430e-01,1.357451582782100430e-01,1.357451582782100430e-01,1.357451582782100430e-01,0.000000000000000000e+00
9.100343429265120299e-02,9.100343429265120299e-02,9.100343429265120299e-02,9.100343429265120299e-02,9.100343429265120299e-02,9.100343429265120299e-02,9.100343429265120299e-02,9.100343429265120299e-02,0.000000000000000000e+00
6.100623731112139042e-02,6.100623731112139042e-02,6.100623731112139042e-02,6.100623731112139042e-02,6.100623731112139042e-02,6.100623731112139042e-02,6.100623731112139042e-02,6.100623731112139042e-02,0.000000000000000000e+00
4.089585674573428808e-02,4.089585674573428808e-02,4.089585674573428808e-02,4.089585674573428808e-02,4.089585674573428808e-02,4.089585674573428808e-02,4.089585674573428808e-02,4.089585674573428808e-02,0.000000000000000000e+00
2.741427207550427639e-02,2.741427207550427639e-02,2.741427207550427639e-02,2.741427207550427639e-02,2.741427207550427639e-02,2.741427207550427639e-02,2.741427207550427639e-02,2.741427207550427639e-02,0.000000000000000000e+00
1.837675964698320605e-02,1.837675964698320605e-02,1.837675964698320605e-02,1.837675964698320605e-02,1.837675964698320605e-02,1.837675964698320605e-02,1.837675964698320605e-02,1.837675964698320605e-02,0.000000000000000000e+00
1.231849315575703381e-02,1.231849315575703381e-02,1.231849315575703381e-02,1.231849315575703381e-02,1.231849315575703381e-02,1.231849315575703381e-02,1.231849315575703381e-02,1.231849315575703381e-02,0.000000000000000000e+00
8.257407534339650246e-03,8.257407534339650246e-03,8.257407534339650246e-03,8.257407534339650246e-03,8.257407534339650246e-03,8.257407534339650246e-03,8.257407534339650246e-03,8.257407534339650246e-03,0.000000000000000000e+00
5.535131847137593139e-03,5.535131847137593139e-03,5.535131847137593139e-03,5.535131847137593139e-03,5.535131847137593139e-03,5.535131847137593139e-03,5.535131847137593139e-03,5.535131847137593139e-03,0.000000000000000000e+00
3.710314054133411008e-03,3.710314054133411008e-03,3.710314054133411008e-03,3.710314054133411008e-03,3.710314054133411008e-03,3.710314054133411008e-03,3.710314054133411008e-03,3.710314054133411008e-03,0.000000000000000000e+00
2.487092299391234235e-03,2.487092299391234235e-03,2.487092299391234235e-03,2.487092299391234235e-03,2.487092299391234235e-03,2.487092299391234235e-03,2.487092299391234235e-03,2.487092299391234235e-03,0.000000000000000000e+00
1.667137829749514933e-03,1.667137829749514933e-03,1.667137829749514933e-03,1.667137829749514933e-03,1.667137829749514933e-03,1.667137829749514933e-03,1.667137829749514933e-03,1.667137829749514933e-03,0.000000000000000000e+00
1.117503931921841722e-03,1.117503931921841722e-03,1.117503931921841722e-03,1.117503931921841722e-03,1.117503931921841722e-03,1.117503931921841722e-03,1.117503931921841722e-03,1.117503931921841722e-03,0.000000000000000000e+00
7.490724225778338770e-04,7.490724225778338770e-04,7.490724225778338770e-04,7.490724225778338770e-04,7.490724225778338770e-04,7.490724225778338770e-04,7.490724225778338770e-04,7.490724225778338770e-04,0.000000000000000000e+00
5.021049965369600099e-04,5.021049965369600099e-04,5.021049965369600099e-04,5.021049965369600099e-04,5.021049965369600099e-04,5.021049965369600099e-04,5.021049965369600099e-04,5.021049965369600099e-04,0.000000000000000000e+00
