2.979999999999999432e+02,2.979999999999999432e+02,2.979999999999999432e+02
-3.334931128755407870e-01,7.010541660018957089e+01,3.352790534977323205e+02
2.067197657970770592e+02,2.465360232385017412e+02,3.143161714444962058e+02
2.554431663336406189e+02,2.789881936446405462e+02,3.045676177091372665e+02
2.737846987885983481e+02,2.881251588706412008e+02,2.996982607047889360e+02
2.824219574165064159e+02,2.910913454090988353e+02,2.967856941782650324e+02
2.866016564516654626e+02,2.916028975145404729e+02,2.944068712937355485e+02
2.878768946862979874e+02,2.905115326174615120e+02,2.917653604935354110e+02
2.866608420396777888e+02,2.878662357012372013e+02,2.882839169042585468e+02
2.829789723733903202e+02,2.834136717925137532e+02,2.834068572607086480e+02
2.766432373890509666e+02,2.767084529982643062e+02,2.765050314825740543e+02
2.672321824014882168e+02,2.671352054865760124e+02,2.668503113294403306e+02
2.541411962494325678e+02,2.539789093208903523e+02,2.536681662507602368e+02
2.367864833620773766e+02,2.366040045022247966e+02,2.362958045869971215e+02
2.149243430731524995e+02,2.147442657589475061e+02,2.144551502292998748e+02
1.889975492629824600e+02,1.888323039452944840e+02,1.885730314574218198e+02
1.603340413903775357e+02,1.601905852783313549e+02,1.599678749159382392e+02
1.309927176988526298e+02,1.308742812091824987e+02,1.306911050143106081e+02
1.032292855368584270e+02,1.031356863359341389e+02,1.029910760712127171e+02
7.879592152211542100e+01,7.874465143058732508e+01,7.866424173639985895e+01
6.158780485495788071e+01,6.151704410362364683e+01,5.865861408457713111e+01
