3.519737106776584596e+02,3.519737106776584596e+02,3.519737106776584596e+02,3.519737106776584596e+02,3.519737106776584596e+02,3.519737106776584596e+02,3.519737106776584596e+02,3.519737106776584596e+02,3.519737106776584596e+02,3.519737106776584596e+02,3.519737106776584596e+02,3.519737106776584596e+02,3.519737106776584596e+02,3.519737106776584596e+02,0.000000000000000000e+00
2.776611471834319644e+01,2.776611474178654149e+01,2.776611460521932528e+01,2.776611465687706115e+01,2.776611350764146380e+01,2.776610439306120881e+01,2.776604770941762723e+01,2.776583293884037573e+01,2.776574911762413223e+01,2.777055197572929757e+01,2.777262736572870239e+01,2.653720734625031241e+01,1.066615344823836331e+01,1.607057018779528050e+02,0.000000000000000000e+00
3.115289181620659633e+02,3.115289181620815953e+02,3.115289181617013696e+02,3.115289181616998917e+02,3.115289181596456842e+02,3.115289181449594480e+02,3.115289180716468991e+02,3.115289179480033681e+02,3.115289194318215209e+02,3.115289355790376362e+02,3.115288604496302014e+02,3.115190910211181290e+02,3.112912987546079080e+02,3.098876356985707048e+02,0.000000000000000000e+00
4.969483223697097287e+02,4.969483223697118888e+02,4.969483223697959602e+02,4.969483223699911605e+02,4.969483223714908036e+02,4.969483223831976488e+02,4.969483224415239988e+02,4.969483225202223480e+02,4.969483210038729908e+02,4.969483075091209798e+02,4.969482512958223879e+02,4.969471361309230701e+02,4.968932160570170140e+02,4.926148414186816353e+02,0.000000000000000000e+00
5.448492323719958677e+02,5.448492323719152637e+02,5.448492323716498049e+02,5.448492323701276518e+02,5.448492323624552682e+02,5.448492323269999815e+02,5.448492322666655809e+02,5.448492331194278222e+02,5.448492446942616425e+02,5.448493364078818786e+02,5.448497196219525449e+02,5.448380037746475182e+02,5.443113818796455234e+02,5.280143834506461644e+02,0.000000000000000000e+00
5.019039691984087312e+02,5.019039691986408229e+02,5.019039691998220860e+02,5.019039692076170240e+02,5.019039692553505461e+02,5.019039695109276522e+02,5.019039704969977720e+02,5.019039716051644291e+02,5.019039515826503930e+02,5.019036730855215751e+02,5.018985843254776000e+02,5.017921302717604135e+02,4.999298981777253061e+02,4.699942176753176568e+02,0.000000000000000000e+00
4.717393550114575191e+02,4.717393550112709590e+02,4.717393550092851910e+02,4.717393549934150201e+02,4.717393548751434196e+02,4.717393540734320823e+02,4.717393495345240240e+02,4.717393299231425772e+02,4.717392495846082170e+02,4.717381530097448490e+02,4.717159860492479311e+02,4.713882463834353871e+02,4.675523066894347721e+02,4.258911905172824390e+02,0.000000000000000000e+00
4.557630557086130807e+02,4.557630557086249610e+02,4.557630557096364328e+02,4.557630557243602425e+02,4.557630558920192811e+02,4.557630574876301921e+02,4.557630694031365124e+02,4.557631243933815881e+02,4.557629909089556008e+02,4.557565640549223076e+02,4.556705624957111809e+02,4.548473142182847937e+02,4.481131098796313381e+02,3.942940701747319281e+02,0.000000000000000000e+00
4.428889691653722025e+02,4.428889691665762598e+02,4.428889691772590709e+02,4.428889692429754064e+02,4.428889695406443821e+02,4.428889694188682142e+02,4.428889448426421609e+02,4.428885682351871083e+02,4.428845517808035197e+02,4.428498466220883643e+02,4.425937152580831366e+02,4.409075622079969321e+02,4.303489981928701127e+02,3.627563405401306227e+02,0.000000000000000000e+00
4.268854238882681784e+02,4.268854238839122672e+02,4.268854238401883094e+02,4.268854234689375176e+02,4.268854201743155272e+02,4.268853912818226490e+02,4.268851506756624303e+02,4.268832920430955937e+02,4.268701343324835875e+02,4.267850300485630441e+02,4.262782718349264428e+02,4.234380073280623833e+02,4.079130426650261256e+02,3.249903818592971447e+02,0.000000000000000000e+00
4.048099089187206800e+02,4.048099089208270129e+02,4.048099088673096162e+02,4.048099080263118026e+02,4.048098990217777668e+02,4.048098182064330786e+02,4.048091779211314929e+02,4.048046158026868966e+02,4.047751322900572291e+02,4.046012287042482285e+02,4.036575898898907440e+02,3.988915838308345201e+02,3.762862242543054094e+02,2.800327201978228118e+02,0.000000000000000000e+00
3.700464521997772067e+02,3.700464520677386986e+02,3.700464508792031779e+02,3.700464426030144409e+02,3.700463861065263131e+02,3.700460145793488209e+02,3.700436940520517624e+02,3.700300716787119768e+02,3.699555159689130619e+02,3.695773565183463916e+02,3.678064425169394553e+02,3.601706529055066994e+02,3.302218381259430657e+02,2.303274213270457835e+02,0.000000000000000000e+00
3.138061719480543843e+02,3.138061715841212731e+02,3.138061685034103334e+02,3.138061483026413043e+02,3.138060190547000730e+02,3.138052257717409930e+02,3.138006214411761903e+02,3.137756250592890979e+02,3.136498363194128842e+02,3.130676052785016168e+02,3.106064376528636330e+02,3.011925695061279953e+02,2.693400487595911272e+02,1.802316958140636416e+02,0.000000000000000000e+00
2.404078779501438419e+02,2.404078776773633024e+02,2.404078752799482004e+02,2.404078590319705029e+02,2.404077517427894577e+02,2.404070740866490326e+02,2.404030435212752366e+02,2.403807507130675845e+02,2.402673523854412565e+02,2.397423114986989106e+02,2.375527660334183793e+02,2.294381993770282406e+02,2.033873495578276618e+02,1.349939093228992988e+02,0.000000000000000000e+00
1.685547376656481049e+02,1.685547375911861820e+02,1.685547368795021441e+02,1.685547316522828396e+02,1.685546940900112531e+02,1.685544352366843555e+02,1.685527530511670875e+02,1.685425878226339194e+02,1.684862068140452607e+02,1.682028896906843158e+02,1.669308606740304128e+02,1.619135422223571368e+02,1.449788944990871755e+02,9.838349671016256082e+01,0.000000000000000000e+00
1.122425173962160727e+02,1.122425173877623195e+02,1.122425172966452891e+02,1.122425165420333144e+02,1.122425103659158054e+02,1.122424614768045643e+02,1.122420938415167910e+02,1.122395079463629344e+02,1.122227467895697401e+02,1.121241820175826120e+02,1.116073274101312336e+02,1.092396123264205556e+02,1.000253550846313004e+02,7.087948776752695323e+01,0.000000000000000000e+00
7.335036825878468392e+01,7.335036825833876151e+01,7.335036825275142292e+01,7.335036819868236080e+01,7.335036767273847147e+01,7.335036264986584342e+01,7.335031646886396572e+01,7.334991486733160571e+01,7.334666927276002468e+01,7.332274685364158984e+01,7.316527136160995326e+01,7.226203021372242574e+01,6.788746901352669738e+01,5.078376536021194454e+01,0.000000000000000000e+00
4.787812311999900317e+01,4.787812311998783343e+01,4.787812311980476210e+01,4.787812311766027307e+01,4.787812309169839864e+01,4.787812277658647986e+01,4.787811903119151680e+01,4.787807638183535630e+01,4.787762117353291558e+01,4.787316989880329743e+01,4.783427034437107039e+01,4.753902810288402492e+01,4.566046103138118184e+01,3.611427034230215583e+01,0.000000000000000000e+00
3.140627585626463869e+01,3.140627585626430474e+01,3.140627585626057794e+01,3.140627585620576667e+01,3.140627585533686528e+01,3.140627584112342063e+01,3.140627561013652880e+01,3.140627199156476834e+01,3.140621878313956827e+01,3.140550324554520856e+01,3.139693848906241769e+01,3.130844679752858539e+01,3.054863238891082489e+01,2.540232787893463851e+01,0.000000000000000000e+00
2.071849608119953245e+01,2.071849608119966391e+01,2.071849608119974917e+01,2.071849608119871178e+01,2.071849608117321750e+01,2.071849608058778003e+01,2.071849606708222424e+01,2.071849576910138069e+01,2.071848965862313108e+01,2.071837609271465652e+01,2.071651285940599507e+01,2.069033601686249924e+01,2.038739323673257076e+01,1.765304557064462188e+01,0.000000000000000000e+00
1.373225756470490388e+01,1.373225756470468006e+01,1.373225756470519165e+01,1.373225756470518277e+01,1.373225756470441006e+01,1.373225756467526182e+01,1.373225756372801065e+01,1.373225753495280976e+01,1.373225673316328788e+01,1.373223669352939069e+01,1.373179812073950856e+01,1.372363610852142735e+01,1.359938308218905689e+01,1.213692827328581103e+01,0.000000000000000000e+00
9.133618289174318505e+00,9.133618289173876192e+00,9.133618289174217253e+00,9.133618289174435745e+00,9.133618289174462390e+00,9.133618289172613203e+00,9.133618289080121855e+00,9.133618285397696823e+00,9.133618152893300035e+00,9.133613903504850029e+00,9.133495182594526085e+00,9.130687119530591644e+00,9.076602237124461681e+00,8.275873994492659591e+00,0.000000000000000000e+00
6.090017398753352573e+00,6.090017398753463596e+00,6.090017398753183819e+00,6.090017398753442279e+00,6.090017398753913902e+00,6.090017398753200695e+00,6.090017398739774990e+00,6.090017398089999645e+00,6.090017369507961575e+00,6.090016252245594508e+00,6.089978296913765021e+00,6.088889191247570665e+00,6.063505864628274900e+00,5.610372301629627856e+00,0.000000000000000000e+00
4.067596259127724601e+00,4.067596259128013259e+00,4.067596259127753022e+00,4.067596259127621572e+00,4.067596259127832070e+00,4.067596259127362224e+00,4.067596259124635516e+00,4.067596258969755851e+00,4.067596250994150786e+00,4.067595888440411755e+00,4.067581579813454695e+00,4.067105118239179085e+00,4.054236010216415664e+00,3.788553348847554236e+00,0.000000000000000000e+00
2.719976880898465676e+00,2.719976880898864469e+00,2.719976880898712146e+00,2.719976880898720584e+00,2.719976880898870686e+00,2.719976880898856919e+00,2.719976880897875038e+00,2.719976880849551026e+00,2.719976878065764936e+00,2.719976736591925182e+00,2.719970497420346245e+00,2.719738462505290499e+00,2.712744032021303209e+00,2.551785878199497315e+00,0.000000000000000000e+00
1.820275899333986036e+00,1.820275899334008463e+00,1.820275899333982927e+00,1.820275899333976044e+00,1.820275899333981817e+00,1.820275899333982483e+00,1.820275899333724245e+00,1.820275899314691914e+00,1.820275898150730542e+00,1.820275834040277596e+00,1.820272771162940284e+00,1.820149406567766581e+00,1.816123678202800962e+00,1.715907257844069056e+00,0.000000000000000000e+00
1.218826791987107638e+00,1.218826791987026814e+00,1.218826791987031033e+00,1.218826791987036140e+00,1.218826791987034808e+00,1.218826791987036806e+00,1.218826791987060787e+00,1.218826791978334212e+00,1.218826791419664435e+00,1.218826758839495428e+00,1.218825111940974759e+00,1.218754936957138435e+00,1.216332884386613467e+00,1.152590844179433915e+00,0.000000000000000000e+00
8.164010580724603283e-01,8.164010580724440080e-01,8.164010580724440080e-01,8.164010580724435640e-01,8.164010580724435640e-01,8.164010580724425648e-01,8.164010580723672916e-01,8.164010580679066376e-01,8.164010577705872462e-01,8.164010397584487988e-01,8.164000928328308815e-01,8.163581338639460672e-01,8.148523834612949601e-01,7.736620348453587814e-01,0.000000000000000000e+00
