5.515186528886450105e+03,5.515186528886450105e+03,5.515186528886450105e+03,5.515186528886449196e+03,5.515186528886451015e+03,5.515186528886450105e+03,5.515186528886450105e+03,5.515186528886450105e+03,2.237292648510541767e+04
2.174012933983499170e+04,2.174012933990310194e+04,2.174012933997100481e+04,2.174012935864483370e+04,2.174013155953332898e+04,2.174034565234764159e+04,2.175659776137677181e+04,2.264972297180369787e+04,1.173162871060413454e+04
2.134241404366680217e+04,2.134241404372624675e+04,2.134241404378548032e+04,2.134241405742960342e+04,2.134241540603279645e+04,2.134252834175405951e+04,2.135049995475384640e+04,2.181404468681789149e+04,7.864973802345628428e+03
1.891093746382082463e+04,1.891093746384558472e+04,1.891093746387022838e+04,1.891093746829647716e+04,1.891093781522606514e+04,1.891096421441186249e+04,1.891330748922205748e+04,1.914089686263653857e+04,5.273077506237836133e+03
1.779518087125705279e+04,1.779518087136788017e+04,1.779518087147818005e+04,1.779518089089668138e+04,1.779518235712488968e+04,1.779527708167741366e+04,1.780075395487010974e+04,1.811541707585563927e+04,3.535677461711274191e+03
1.675397999180625629e+04,1.675397999211270508e+04,1.675397999241733487e+04,1.675398003601617893e+04,1.675398271187944192e+04,1.675412228009911996e+04,1.676051067239078111e+04,1.705310189521523716e+04,2.371063383881896698e+03
1.573519136199570858e+04,1.573519136296537908e+04,1.573519136392748260e+04,1.573519146864223876e+04,1.573519637489649904e+04,1.573539187856835269e+04,1.574220064231043398e+04,1.598794307617951563e+04,1.590399221617562489e+03
1.478508807921415610e+04,1.478508808308461812e+04,1.478508808691468948e+04,1.478508839674778028e+04,1.478509923992971744e+04,1.478542146062409483e+04,1.479360964673776471e+04,1.500335872124135858e+04,1.067104384430155278e+03
1.391166155260300002e+04,1.391166156881088682e+04,1.391166158479234400e+04,1.391166254841113550e+04,1.391168793545157496e+04,1.391225836948993856e+04,1.392293490430683232e+04,1.409929517770087659e+04,7.163293650764836684e+02
1.302502473558247766e+04,1.302502479970101922e+04,1.302502486263428000e+04,1.302502773333451296e+04,1.302508574583240261e+04,1.302609478360708090e+04,1.304056076979099817e+04,1.318299572313177850e+04,4.811978379551778744e+02
