1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03
5.055798383461216190e+02,5.055798383461216190e+02,5.055798383461216190e+02,5.055798383461216190e+02,5.055798383461216190e+02,8.848963786300000720e+02
1.576067443898575902e+03,1.576067443898575902e+03,1.576067443898575902e+03,1.576067443898575902e+03,1.576067443898575902e+03,8.848963786300000720e+02
8.774539399095982617e+01,8.774539399095982617e+01,8.774539399095982617e+01,8.774539399095982617e+01,8.774539399095982617e+01,8.848963786300000720e+02
1.244985858676344606e+03,1.244985858676344606e+03,1.244985858676344606e+03,1.244985858676344606e+03,1.244985858676344606e+03,8.848963786300000720e+02
6.847213780829683856e+02,6.847213780829683856e+02,6.847213780829683856e+02,6.847213780829683856e+02,6.847213780829683856e+02,8.848963786300000720e+02
9.766685614584814630e+02,9.766685614584814630e+02,9.766685614584814630e+02,9.766685614584814630e+02,9.766685614584814630e+02,8.848963786300000720e+02
8.861789982732030921e+02,8.861789982732030921e+02,8.861789982732030921e+02,8.861789982732030921e+02,8.861789982732030921e+02,8.848963786300000720e+02
9.034138074989813276e+02,9.034138074989813276e+02,9.034138074989813276e+02,9.034138074989813276e+02,9.034138074989813276e+02,8.848963786300000720e+02
8.940957448187842829e+02,8.940957448187842829e+02,8.940957448187842829e+02,8.940957448187842829e+02,8.940957448187842829e+02,8.848963786300000720e+02
8.916404875289478014e+02,8.916404875289478014e+02,8.916404875289478014e+02,8.916404875289478014e+02,8.916404875289478014e+02,8.848963786300000720e+02
8.893437302941520102e+02,8.893437302941520102e+02,8.893437302941520102e+02,8.893437302941520102e+02,8.893437302941520102e+02,8.848963786300000720e+02
8.878830266123586625e+02,8.878830266123586625e+02,8.878830266123586625e+02,8.878830266123586625e+02,8.878830266123586625e+02,8.848963786300000720e+02
8.868964333521852268e+02,8.868964333521852268e+02,8.868964333521852268e+02,8.868964333521852268e+02,8.868964333521852268e+02,8.848963786300000720e+02
8.862364618853234788e+02,8.862364618853234788e+02,8.862364618853234788e+02,8.862364618853234788e+02,8.862364618853234788e+02,8.848963786300000720e+02
8.857943717949534630e+02,8.857943717949534630e+02,8.857943717949534630e+02,8.857943717949534630e+02,8.857943717949534630e+02,8.848963786300000720e+02
8.854981910124723754e+02,8.854981910124723754e+02,8.854981910124723754e+02,8.854981910124723754e+02,8.854981910124723754e+02,8.848963786300000720e+02
8.852997268492368903e+02,8.852997268492368903e+02,8.852997268492368903e+02,8.852997268492368903e+02,8.852997268492368903e+02,8.848963786300000720e+02
8.851667246490271737e+02,8.851667246490271737e+02,8.851667246490271737e+02,8.851667246490271737e+02,8.851667246490271737e+02,8.848963786300000720e+02
8.850775851302311139e+02,8.850775851302311139e+02,8.850775851302311139e+02,8.850775851302311139e+02,8.850775851302311139e+02,8.848963786300000720e+02
8.850178396509041931e+02,8.850178396509041931e+02,8.850178396509041931e+02,8.850178396509041931e+02,8.850178396509041931e+02,8.848963786300000720e+02
8.849777939917971707e+02,8.849777939917971707e+02,8.849777939917971707e+02,8.849777939917971707e+02,8.849777939917971707e+02,8.848963786300000720e+02
8.849509519018861283e+02,8.849509519018861283e+02,8.849509519018861283e+02,8.849509519018861283e+02,8.849509519018861283e+02,8.848963786300000720e+02
8.849329597033498658e+02,8.849329597033498658e+02,8.849329597033498658e+02,8.849329597033498658e+02,8.849329597033498658e+02,8.848963786300000720e+02
8.849208994381015145e+02,8.849208994381015145e+02,8.849208994381015145e+02,8.849208994381015145e+02,8.849208994381015145e+02,8.848963786300000720e+02
8.849128153202187832e+02,8.849128153202187832e+02,8.849128153202187832e+02,8.849128153202187832e+02,8.849128153202187832e+02,8.848963786300000720e+02
8.849073964276329889e+02,8.849073964276329889e+02,8.849073964276329889e+02,8.849073964276329889e+02,8.849073964276329889e+02,8.848963786300000720e+02
8.849037640594993945e+02,8.849037640594993945e+02,8.849037640594993945e+02,8.849037640594993945e+02,8.849037640594993945e+02,8.848963786300000720e+02
8.849013292211402586e+02,8.849013292211402586e+02,8.849013292211402586e+02,8.849013292211402586e+02,8.849013292211402586e+02,8.848963786300000720e+02
8.848996971050794400e+02,8.848996971050794400e+02,8.848996971050794400e+02,8.848996971050794400e+02,8.848996971050794400e+02,8.848963786300000720e+02
8.848986030671449043e+02,8.848986030671449043e+02,8.848986030671449043e+02,8.848986030671449043e+02,8.848986030671449043e+02,8.848963786300000720e+02
8.848978697125667168e+02,8.848978697125667168e+02,8.848978697125667168e+02,8.848978697125667168e+02,8.848978697125667168e+02,8.848963786300000720e+02
8.848973781307622630e+02,8.848973781307622630e+02,8.848973781307622630e+02,8.848973781307622630e+02,8.848973781307622630e+02,8.848963786300000720e+02
8.848970486137698117e+02,8.848970486137698117e+02,8.848970486137698117e+02,8.848970486137698117e+02,8.848970486137698117e+02,8.848963786300000720e+02
8.848968277320805100e+02,8.848968277320805100e+02,8.848968277320805100e+02,8.848968277320805100e+02,8.848968277320805100e+02,8.848963786300000720e+02
8.848966796706350806e+02,8.848966796706350806e+02,8.848966796706350806e+02,8.848966796706350806e+02,8.848966796706350806e+02,8.848963786300000720e+02
8.848965804221414828e+02,8.848965804221414828e+02,8.848965804221414828e+02,8.848965804221414828e+02,8.848965804221414828e+02,8.848963786300000720e+02
8.848965138938688142e+02,8.848965138938688142e+02,8.848965138938688142e+02,8.848965138938688142e+02,8.848965138938688142e+02,8.848963786300000720e+02
8.848964692986563705e+02,8.848964692986563705e+02,8.848964692986563705e+02,8.848964692986563705e+02,8.848964692986563705e+02,8.848963786300000720e+02
8.848964394055769844e+02,8.848964394055769844e+02,8.848964394055769844e+02,8.848964394055769844e+02,8.848964394055769844e+02,8.848963786300000720e+02
8.848964193676537207e+02,8.848964193676537207e+02,8.848964193676537207e+02,8.848964193676537207e+02,8.848964193676537207e+02,8.848963786300000720e+02
8.848964059358403347e+02,8.848964059358403347e+02,8.848964059358403347e+02,8.848964059358403347e+02,8.848964059358403347e+02,8.848963786300000720e+02
8.848963969322112462e+02,8.848963969322112462e+02,8.848963969322112462e+02,8.848963969322112462e+02,8.848963969322112462e+02,8.848963786300000720e+02
