5.999999999999997272e+03,5.999999999999997272e+03,5.999999999999997272e+03,5.999999999999997272e+03,5.999999999999997272e+03,5.999999999999998181e+03,5.999999999999997272e+03,5.999999999999997272e+03,5.999999999999997272e+03,5.999999999999997272e+03,5.999999999999997272e+03,5.999999999999997272e+03
5.948465037188611459e+05,5.284758785998556996e+05,4.340252374590743566e+05,3.297050757622994715e+05,2.319315494544208632e+05,1.514133170773599413e+05,9.209590569668459648e+04,5.254405667748714040e+04,2.843439143898290786e+04,1.484755983359665152e+04,7.662541433553547904e+03,4.021924387806646791e+03
6.376645912202637555e+04,5.908804129199856834e+04,5.206925002810759179e+04,4.367462692549343046e+04,3.491963115408442536e+04,2.667156341661288388e+04,1.952297235995587107e+04,1.375681425879504422e+04,9.389507509249129726e+03,6.257858938410698102e+03,4.113116440760642035e+03,2.695980652379219919e+03
1.335412564772205769e+04,1.273259213539307711e+04,1.176537518330973762e+04,1.054326982590627813e+04,9.171945521376626857e+03,7.756544187031165166e+03,6.388484506744342070e+03,5.136672589080622856e+03,4.043973646629806353e+03,3.128477617027804627e+03,2.388160327131168287e+03,1.807173986606832841e+03
4.336416610855048020e+03,4.209715303600132756e+03,4.007718975892329581e+03,3.743091561357716728e+03,3.431555084387251554e+03,3.090268685054360049e+03,2.736207192751072398e+03,2.384753912041757303e+03,2.048663892925623259e+03,1.737475380296081767e+03,1.457366644036049138e+03,1.211389061489508094e+03
1.848590323791922856e+03,1.814457090643327092e+03,1.759184211967657575e+03,1.685066815946946917e+03,1.595075267035999104e+03,1.492643999049562126e+03,1.381440222725989770e+03,1.265134838087122944e+03,1.147195812345707054e+03,1.030719934863547905e+03,9.183130433356175217e+02,8.120224830575201622e+02
9.306224852409070536e+02,9.196259310779339557e+02,9.016398698101158971e+02,8.771584881854771538e+02,8.468388025795431986e+02,8.114688732037182035e+02,7.719309790417365775e+02,7.291622528442979956e+02,6.841153163887337314e+02,6.377212839592169757e+02,5.908571467565551529e+02,5.443190598178963455e+02
5.190900425352533603e+02,5.151164324176629634e+02,5.085751000326918074e+02,4.995851982370020323e+02,4.883079390577757408e+02,4.749413221929434030e+02,4.597138055463231012e+02,4.428772141154076962e+02,4.246992090640181345e+02,4.054556451693414374e+02,3.854231324906119198e+02,3.648720888280134886e+02
3.087881295299944213e+02,3.072417706079088475e+02,3.046854663008430748e+02,3.011501634769556972e+02,2.966782165951819934e+02,2.913224549957138265e+02,2.851450367517795144e+02,2.782161256983060298e+02,2.706124330757371013e+02,2.624156683401201917e+02,2.537109450119314147e+02,2.445851869731179704e+02
1.913924274841200202e+02,1.907609228882932655e+02,1.897141023669374249e+02,1.882604071100908243e+02,1.864114777889109860e+02,1.841819822602145962e+02,1.815894006031885795e+02,1.786537721442859663e+02,1.753974098799131411e+02,1.718445883072996878e+02,1.680212111077044597e+02,1.639544653842609137e+02
1.218282111188398318e+02,1.215620643726207106e+02,1.211200829392611382e+02,1.205046447346669538e+02,1.197190454984815915e+02,1.187674660450147854e+02,1.176549309921620079e+02,1.163872595719380314e+02,1.149710092360457310e+02,1.134134128659899261e+02,1.117223104779853742e+02,1.099060763769308835e+02
7.891138010965725869e+01,7.879688475974235473e+01,7.860651742692996891e+01,7.834096226084412251e+01,7.800117065208323197e+01,7.758835488994455432e+01,7.710398011635963655e+01,7.654975465530810652e+01,7.592761881243508526e+01,7.523973225385540786e+01,7.448846008596919432e+01,7.367635776938561776e+01
5.170453117727040393e+01,5.165461926086459243e+01,5.157156616570624408e+01,5.145557141140393043e+01,5.130691307238439691e+01,5.112594653488910978e+01,5.091310291304485958e+01,5.066888713449955617e+01,5.039387570825429918e+01,5.008871418935683550e+01,4.975411435702368834e+01,4.939085112451749637e+01
3.413814979733451338e+01,3.411621171036188827e+01,3.407968742759594960e+01,3.402863561869637721e+01,3.396313817450824502e+01,3.388329996170676139e+01,3.378924850921848844e+01,3.368113362781819831e+01,3.355912696458494082e+01,3.342342149419095421e+01,3.327423094926479763e+01,3.311178919233061890e+01
2.265565158664679046e+01,2.264596385162899850e+01,2.262982919530258386e+01,2.260726494629546579e+01,2.257829531590927985e+01,2.254295134951652102e+01,2.250127086432132018e+01,2.245329837366830006e+01,2.239908499812693066e+01,2.233868836361337884e+01,2.227217248685430917e+01,2.219960764853016855e+01
1.508757267788807077e+01,1.508328623365376764e+01,1.507614558003921701e+01,1.506615584237475503e+01,1.505332418646630543e+01,1.503765980896129584e+01,1.501917392499593440e+01,1.499787975314743527e+01,1.497379249772212795e+01,1.494692932841394040e+01,1.491730935737457919e+01,1.488495361374053694e+01
1.007166964588097358e+01,1.006977358849217197e+01,1.006661450286679305e+01,1.006219390308372930e+01,1.005651390694472624e+01,1.004957723406867132e+01,1.004138720344583469e+01,1.003194773045535904e+01,1.002126332334987602e+01,1.000933907921195143e+01,9.996180679388013246e+00,9.981794384405619169e+00
6.734847403149865741e+00,6.734010606828825019e+00,6.732616243505469278e+00,6.730664758809487225e+00,6.728156776246781767e+00,6.725093096824253713e+00,6.721474698567933892e+00,6.717302735934852720e+00,6.712578539119394172e+00,6.707303613254430807e+00,6.701479637508223952e+00,6.695108464077747179e+00
4.509465474397726048e+00,4.509097672296585202e+00,4.508484755729876170e+00,4.507626855063678661e+00,4.506524152737087618e+00,4.505176883188855008e+00,4.503585332763161198e+00,4.501749839594529234e+00,4.499670793472007269e+00,4.497348635682667961e+00,4.494783858834503043e+00,4.491977006658892435e+00
3.022824178085326885e+00,3.022663416689331584e+00,3.022395506251600583e+00,3.022020484598288093e+00,3.021538404671952893e+00,3.020949334517093909e+00,3.020253357262160598e+00,3.019450571097004765e+00,3.018541089246776110e+00,3.017525039941441278e+00,3.016402566381406913e+00,3.015173826699320880e+00
2.028567367254928477e+00,2.028497550316922471e+00,2.028381196001303177e+00,2.028218315178360598e+00,2.028008923063711499e+00,2.027753039215657083e+00,2.027450687531678675e+00,2.027101896244144719e+00,2.026706697915285904e+00,2.026265129431343404e+00,2.025777231996059857e+00,2.025243051123234661e+00
1.363108141091091907e+00,1.363078003366120727e+00,1.363027775887267090e+00,1.362957461748438792e+00,1.362867065280586543e+00,1.362756592051193261e+00,1.362626048863609940e+00,1.362475443756247406e+00,1.362304786001641732e+00,1.362114086105302713e+00,1.361903355804533700e+00,1.361672608066982759e+00
9.174853720260360834e-01,9.174724148488841990e-01,9.174508201363510418e-01,9.174205887624681255e-01,9.173817219507832688e-01,9.173342212742633395e-01,9.172780886551702428e-01,9.172133263649124846e-01,9.171399370238622062e-01,9.170579236011506818e-01,9.169672894144307307e-01,9.168680381296236970e-01
6.189719900607417724e-01,6.189664210987029236e-01,6.189571396594348851e-01,6.189441459891290576e-01,6.189274404324316414e-01,6.189070234324295372e-01,6.188828955306251434e-01,6.188550573669103771e-01,6.188235096795321466e-01,6.187882533050519385e-01,6.187492891783049620e-01,6.187066183323505220e-01
4.189576240602453372e-01,4.189552197472725115e-01,4.189512126053709373e-01,4.189456027041174035e-01,4.189383901409166056e-01,4.189295750409984254e-01,4.189191575574109372e-01,4.189071378710175764e-01,4.188935161904904225e-01,4.188782927523025390e-01,4.188614678207192021e-01,4.188430416877909623e-01
2.849204214665651547e-01,2.849193736000635302e-01,2.849176271691369888e-01,2.849151821936487528e-01,2.849120387014076328e-01,2.849081967281654748e-01,2.849036563176188253e-01,2.848984175214057113e-01,2.848924803991054189e-01,2.848858450182368829e-01,2.848785114542579100e-01,2.848704797905624586e-01
