6.037784391417853840e+03,6.037784391417853840e+03,6.037784391417853840e+03,6.037784391417853840e+03,6.037784391430460346e+03,6.037784398421428705e+03,8.440341313895456551e+03
5.877821528236499034e+03,5.877821528236499034e+03,5.877821528236499034e+03,5.877821546125745954e+03,5.877838944697016814e+03,5.888790064542620712e+03,4.675035144925215718e+03
3.965544072643800064e+03,3.965544072643800064e+03,3.965544072643800064e+03,3.965544093137911659e+03,3.965556044051900244e+03,3.969200580509179417e+03,3.134494412715542694e+03
2.517879331379736868e+03,2.517879331379736868e+03,2.517879331379736868e+03,2.517879355517264230e+03,2.517888569625659329e+03,2.519272875470815507e+03,2.101648862295366143e+03
1.582774673500794052e+03,1.582774673500794052e+03,1.582774673500794052e+03,1.582774698521261826e+03,1.582781481142776329e+03,1.583430562142682447e+03,1.409312552945939387e+03
1.022936637230618317e+03,1.022936637230618317e+03,1.022936637230618317e+03,1.022936663295275139e+03,1.022941816943175581e+03,1.023259333451293060e+03,9.452192997308404756e+02
6.707550669954316618e+02,6.707550669954316618e+02,6.707550669954316618e+02,6.707550934862335907e+02,6.707590433679846456e+02,6.709183130996095770e+02,6.341175225481908910e+02
4.436013395994247048e+02,4.436013395994247048e+02,4.436013395994247048e+02,4.436013650408012836e+02,4.436043393210106842e+02,4.436821674050235060e+02,4.255656756009537389e+02
2.949908578575866045e+02,2.949908578575866045e+02,2.949908578575866045e+02,2.949908800931483484e+02,2.949930079030374372e+02,2.950253984163589394e+02,2.857528675853916980e+02
1.969140145462060048e+02,1.969140145462060048e+02,1.969140145462060048e+02,1.969140315101546435e+02,1.969154196397449255e+02,1.969217241709102098e+02,1.920164701621424115e+02
1.318277477828999622e+02,1.318277477828999622e+02,1.318277477828999622e+02,1.318277586275846431e+02,1.318285473866581299e+02,1.318214616126356873e+02,1.291669932806982501e+02
8.848398036287790092e+01,8.848398036287790092e+01,8.848398036287790092e+01,8.848398598069677234e+01,8.848435854660576183e+01,8.847294527488767812e+01,8.702405682134198628e+01
5.956047561776682642e+01,5.956047561776682642e+01,5.956047561776682642e+01,5.956047793019276071e+01,5.956061777377917821e+01,5.955041999592498314e+01,5.876426492354053011e+01
4.023976979469390614e+01,4.023976979469390614e+01,4.023976979469390614e+01,4.023977054984518276e+01,4.023981021792720725e+01,4.023292515490136623e+01,3.981371032940865007e+01
2.732800398599151848e+01,2.732800398599151848e+01,2.732800398599151848e+01,2.732800418497394190e+01,2.732801188906834611e+01,2.732420630872576339e+01,2.710587910973054093e+01
1.869728199272000779e+01,1.869728199272000779e+01,1.869728199272000779e+01,1.869728203643779807e+01,1.869728264218849745e+01,1.869548290851068018e+01,1.858454407846782175e+01
1.292668511846481216e+01,1.292668511846481216e+01,1.292668511846481216e+01,1.292668512683946958e+01,1.292668489088164208e+01,1.292593011430493277e+01,1.287075865970450650e+01
9.067016849489910157e+00,9.067016849489910157e+00,9.067016849489910157e+00,9.067016850963927510e+00,9.067016714904573504e+00,9.066726460580339264e+00,9.039715874906260495e+00
6.484394632122270075e+00,6.484394632122270075e+00,6.484394632122270075e+00,6.484394632374391954e+00,6.484394587421205003e+00,6.484288863198088393e+00,6.471174162986372380e+00
4.755572140922913249e+00,4.755572140922913249e+00,4.755572140922913249e+00,4.755572140967191608e+00,4.755572128677966859e+00,4.755534481736487962e+00,4.749167090961597282e+00
3.597874453230831104e+00,3.597874453230831104e+00,3.597874453230831104e+00,3.597874453239211956e+00,3.597874450081817166e+00,3.597860941129353396e+00,3.594742843426320889e+00
2.822406392677405229e+00,2.822406392677405229e+00,2.822406392677405229e+00,2.822406392679177145e+00,2.822406391841139062e+00,2.822401368950105738e+00,2.820847866351098077e+00
2.302857793734601977e+00,2.302857793734601977e+00,2.302857793734601977e+00,2.302857793735028302e+00,2.302857793481928539e+00,2.302855812638939792e+00,2.302061872360844585e+00
1.954715892533650745e+00,1.954715892533650745e+00,1.954715892533650745e+00,1.954715892533767985e+00,1.954715892439429892e+00,1.954715050336115478e+00,1.954295975926055196e+00
1.721405336915142303e+00,1.721405336915142303e+00,1.721405336915142303e+00,1.721405336915178497e+00,1.721405336871207670e+00,1.721404948122326584e+00,1.721175462547306356e+00
1.565038084076157299e+00,1.565038084076157299e+00,1.565038084076157299e+00,1.565038084076169733e+00,1.565038084051985745e+00,1.565037889512476355e+00,1.564907352134562446e+00
1.460233541555657988e+00,1.460233541555657988e+00,1.460233541555657988e+00,1.460233541555662651e+00,1.460233541541030799e+00,1.460233436927489636e+00,1.460156456200288222e+00
1.389986183754529314e+00,1.389986183754529314e+00,1.389986183754529314e+00,1.389986183754531091e+00,1.389986183745236747e+00,1.389986124043373295e+00,1.389939266577700838e+00
1.342900330728091784e+00,1.342900330728091784e+00,1.342900330728091784e+00,1.342900330728092451e+00,1.342900330722042401e+00,1.342900295036537184e+00,1.342871022354954480e+00
1.311338802596834663e+00,1.311338802596834663e+00,1.311338802596834663e+00,1.311338802596834885e+00,1.311338802592846964e+00,1.311338780514683222e+00,1.311320120117536403e+00
1.290182956175896400e+00,1.290182956175896400e+00,1.290182956175896400e+00,1.290182956175896622e+00,1.290182956173249851e+00,1.290182942170269964e+00,1.290170866300084596e+00
1.276001983540364870e+00,1.276001983540364870e+00,1.276001983540364870e+00,1.276001983540364870e+00,1.276001983538601836e+00,1.276001974500544200e+00,1.275994074307553960e+00
1.266496290139441649e+00,1.266496290139441649e+00,1.266496290139441649e+00,1.266496290139441872e+00,1.266496290138264591e+00,1.266496284233587399e+00,1.266491076014569117e+00
1.260124476834522778e+00,1.260124476834522778e+00,1.260124476834522778e+00,1.260124476834522778e+00,1.260124476833735851e+00,1.260124472943925822e+00,1.260121021071725744e+00
1.255853342214936053e+00,1.255853342214936053e+00,1.255853342214936053e+00,1.255853342214936053e+00,1.255853342214409363e+00,1.255853339637385435e+00,1.255851043441331694e+00
1.252990323854995980e+00,1.252990323854995980e+00,1.252990323854995980e+00,1.252990323854995980e+00,1.252990323854643373e+00,1.252990322140791202e+00,1.252988790892229698e+00
1.251071189208644352e+00,1.251071189208644352e+00,1.251071189208644352e+00,1.251071189208644352e+00,1.251071189208408097e+00,1.251071188065656647e+00,1.251070165206027429e+00
1.249784756560325949e+00,1.249784756560325949e+00,1.249784756560325949e+00,1.249784756560325949e+00,1.249784756560167631e+00,1.249784755796882640e+00,1.249784071756419257e+00
1.248922435766432137e+00,1.248922435766432137e+00,1.248922435766432137e+00,1.248922435766432137e+00,1.248922435766326000e+00,1.248922435255902741e+00,1.248921977450106358e+00
1.248344405210821462e+00,1.248344405210821462e+00,1.248344405210821462e+00,1.248344405210821462e+00,1.248344405210750629e+00,1.248344404869152324e+00,1.248344098316382933e+00
1.247956939903332785e+00,1.247956939903332785e+00,1.247956939903332785e+00,1.247956939903332785e+00,1.247956939903285045e+00,1.247956939674550680e+00,1.247956734331504780e+00
1.247697214212992955e+00,1.247697214212992955e+00,1.247697214212992955e+00,1.247697214212992955e+00,1.247697214212960981e+00,1.247697214059746873e+00,1.247697076479529432e+00
