4.435581902631465709e+03,4.435581902631465709e+03,4.435581902631465709e+03,4.435581902631505727e+03,4.435581902637781241e+03,4.435581903412724387e+03,4.435581971031769172e+03,8.949170594042167068e+03
6.744185935050394619e+03,6.744185935051881643e+03,6.744185935718819564e+03,6.744186062933130415e+03,6.744206080894570732e+03,6.746684403017170553e+03,6.969082235469400075e+03,4.692651484241653634e+03
6.507361150150425601e+03,6.507361150152825758e+03,6.507361151052516107e+03,6.507361291767054354e+03,6.507379203669725030e+03,6.509203678492306608e+03,6.658384872047087811e+03,3.145989520938251189e+03
4.997019393590751861e+03,4.997019393594574467e+03,4.997019394768922211e+03,4.997019544507622413e+03,4.997035107728474941e+03,4.998358455915469676e+03,5.098134479907036621e+03,2.109231002495134362e+03
4.255511451571401267e+03,4.255511451587733063e+03,4.255511455653037046e+03,4.255511875458345457e+03,4.255547066144431483e+03,4.257907087173485706e+03,4.386311465220658647e+03,1.414270984684509585e+03
3.478379540648080820e+03,3.478379540729986275e+03,3.478379555450874705e+03,3.478380640518927066e+03,3.478445337283218578e+03,3.481558281618829824e+03,3.604454704197501997e+03,9.484253535527586791e+02
2.680995993775617080e+03,2.680995994238965068e+03,2.680996051479200105e+03,2.680998952850473415e+03,2.681118631602736059e+03,2.685173587225378014e+03,2.800833416704991578e+03,6.361596886470249501e+02
2.069189328242292049e+03,2.069189331194560054e+03,2.069189583647233121e+03,2.069198488435979016e+03,2.069454763954362534e+03,2.075513826686515131e+03,2.194126985956211684e+03,4.268417537720621340e+02
1.488350283256614148e+03,1.488350297300945385e+03,1.488351145462820796e+03,1.488372427074378948e+03,1.488809568824792677e+03,1.496215361859961604e+03,1.596598035155051548e+03,2.865317460305934674e+02
1.042964644532281227e+03,1.042964701661804611e+03,1.042967202624391120e+03,1.043013499573969739e+03,1.043724368778154030e+03,1.052836383203516561e+03,1.146852982007438413e+03,1.924791351820711611e+02
7.969800839088741213e+02,7.969802622521170861e+02,7.969861612681046381e+02,7.970700902664268597e+02,7.980662342090370203e+02,8.077351902458825634e+02,8.673894181039643172e+02,1.294337847483170094e+02
4.371564532826963614e+02,4.371566371684486398e+02,4.371619007734556135e+02,4.372280662722826605e+02,4.379305425105247309e+02,4.440911834271162775e+02,4.779271524706481387e+02,8.717322254323036645e+01
3.487574936430647199e+02,3.487577327962938512e+02,3.487636250417752422e+02,3.488273502932443648e+02,3.493928749700219782e+02,3.530269483927239094e+02,3.494052143588380659e+02,5.884512054042454565e+01
1.701485295599548522e+02,1.701485932736109135e+02,1.701501241996429314e+02,1.701658889974818294e+02,1.702894677548173092e+02,1.707484955451076303e+02,1.609865609811215847e+02,3.985622590180144442e+01
1.057109089950877205e+02,1.057108987457962712e+02,1.057105257872070467e+02,1.057045035157613455e+02,1.056179048251416646e+02,1.044590919322491374e+02,8.957998595430085231e+01,2.712758917347372289e+01
4.883783384211303513e+01,4.883781951243497588e+01,4.883737901631278788e+01,4.883134175771923680e+01,4.875961488836589552e+01,4.801437751260529296e+01,4.158056609356287936e+01,1.859532881577015573e+01
2.521766205184562892e+01,2.521765634346345664e+01,2.521746794107692224e+01,2.521473336898308304e+01,2.518106410138550899e+01,2.483638861726889857e+01,2.218922492193835794e+01,1.287598366000626093e+01
1.375936886882971599e+01,1.375936780885708366e+01,1.375932830279626629e+01,1.375868461847066193e+01,1.374983352394970737e+01,1.365011623911680694e+01,1.282262061729278813e+01,9.042191951900877100e+00
8.338844949853918109e+00,8.338844824279265211e+00,8.338839342963456858e+00,8.338734477615718177e+00,8.337023100071107251e+00,8.313826001630729934e+00,8.074165576722744930e+00,6.472324517632626062e+00
5.527978281534567273e+00,5.527978271219213369e+00,5.527977722237291225e+00,5.527964744748206094e+00,5.527696139803119912e+00,5.522926986779276071e+00,5.455035125527365025e+00,4.749690860788440716e+00
3.939381543759839843e+00,3.939381543114537809e+00,3.939381499085519156e+00,3.939380129323859059e+00,3.939341441904682828e+00,3.938373362106681874e+00,3.918325985653640320e+00,3.594974988630106338e+00
2.982067444825783564e+00,2.982067444791840050e+00,2.982067441603991842e+00,2.982067300555759637e+00,2.982061493948043651e+00,2.981848824569528045e+00,2.975425586970133374e+00,2.820945792046850364e+00
2.381463937582204871e+00,2.381463937580424073e+00,2.381463937328768043e+00,2.381463920490028752e+00,2.381462893551102855e+00,2.381408955530128768e+00,2.379127081981167180e+00,2.302098505360232306e+00
1.995376154541977032e+00,1.995376154541852021e+00,1.995376154514257205e+00,1.995376151803388565e+00,1.995375921476193470e+00,1.995359682377060739e+00,1.994454147713540904e+00,1.954304768262991043e+00
1.743459361249014350e+00,1.743459361248998807e+00,1.743459361244247274e+00,1.743459360633094590e+00,1.743459294779371005e+00,1.743453505284923155e+00,1.743053248391018384e+00,1.721171654401061790e+00
1.577540789895605311e+00,1.577540789895601758e+00,1.577540789894402495e+00,1.577540789711361580e+00,1.577540766482826040e+00,1.577538367602229208e+00,1.577343343955979194e+00,1.564897854784701225e+00
1.467604242406738591e+00,1.467604242406737480e+00,1.467604242406338688e+00,1.467604242338131693e+00,1.467604232629160066e+00,1.467603105951565734e+00,1.467499916563424822e+00,1.460144394231698506e+00
1.394475514166846342e+00,1.394475514166845675e+00,1.394475514166684027e+00,1.394475514136690242e+00,1.394475509504652377e+00,1.394474925112889618e+00,1.394416611960431540e+00,1.389926049731416979e+00
1.345705716427909815e+00,1.345705716427909371e+00,1.345705716427832765e+00,1.345705716412905595e+00,1.345705713971067530e+00,1.345705387141967080e+00,1.345670741018465844e+00,1.342857285813441992e+00
1.313125563851582633e+00,1.313125563851582633e+00,1.313125563851543109e+00,1.313125563843411836e+00,1.313125562458589135e+00,1.313125369304891210e+00,1.313104014326675451e+00,1.311306149817104139e+00
1.291336097880776190e+00,1.291336097880775968e+00,1.291336097880753098e+00,1.291336097876027988e+00,1.291336097048610743e+00,1.291335978313291832e+00,1.291322466022899018e+00,1.290156790883562499e+00
1.276752404329271062e+00,1.276752404329271062e+00,1.276752404329257740e+00,1.276752404326383372e+00,1.276752403813616654e+00,1.276752328786925128e+00,1.276743620659586131e+00,1.275979951629606424e+00
1.266986619483388088e+00,1.266986619483388088e+00,1.266986619483379872e+00,1.266986619481576870e+00,1.266986619155682892e+00,1.266986570838181780e+00,1.266980887306599746e+00,1.266476932088254737e+00
1.260444883884123124e+00,1.260444883884123124e+00,1.260444883884117351e+00,1.260444883882962719e+00,1.260444883672232175e+00,1.260444852148690398e+00,1.260441110435975842e+00,1.260106867591818336e+00
1.256061831457848221e+00,1.256061831457848221e+00,1.256061831457845113e+00,1.256061831457093714e+00,1.256061831319221778e+00,1.256061810570190840e+00,1.256059332715356636e+00,1.255836885665317038e+00
1.253124683291522601e+00,1.253124683291522601e+00,1.253124683291519714e+00,1.253124683291026553e+00,1.253124683200105061e+00,1.253124669461187946e+00,1.253123022026600530e+00,1.252974631183773280e+00
1.251156258048841785e+00,1.251156258048841785e+00,1.251156258048840453e+00,1.251156258048513825e+00,1.251156257988232046e+00,1.251156248854360831e+00,1.251155150594611909e+00,1.251056004627938867e+00
1.249836964633257885e+00,1.249836964633257885e+00,1.249836964633257219e+00,1.249836964633039837e+00,1.249836964592927924e+00,1.249836958504099815e+00,1.249836225028370551e+00,1.249769910786707516e+00
1.248952697335518724e+00,1.248952697335518724e+00,1.248952697335517836e+00,1.248952697335373507e+00,1.248952697308619353e+00,1.248952693242283862e+00,1.248952202793965460e+00,1.248907816303846730e+00
1.248359991865294116e+00,1.248359991865294116e+00,1.248359991865293672e+00,1.248359991865197971e+00,1.248359991847322714e+00,1.248359989128358993e+00,1.248359660916298575e+00,1.248329937090408626e+00
1.247962705962243790e+00,1.247962705962243790e+00,1.247962705962243568e+00,1.247962705962179175e+00,1.247962705950223627e+00,1.247962704130689549e+00,1.247962484368356995e+00,1.247942573069453109e+00
