3.936868784146306532e-02,3.936868784146306532e-02,3.936868784146306532e-02,3.936868784146306532e-02,3.936868784146306532e-02,3.936868784146306532e-02,3.936868784146306532e-02,7.910530734499587879e-02
7.738573513518690050e-02,7.738573513519411695e-02,7.738573513861519981e-02,7.738573582979496601e-02,7.738585118168754551e-02,7.740104975673237075e-02,7.886821508755577359e-02,5.335555316205127518e-02
7.618186185025703494e-02,7.618186185026665225e-02,7.618186185403072463e-02,7.618186246928457250e-02,7.618194473586974158e-02,7.619096504933596525e-02,7.703882936294778605e-02,3.609497675273342504e-02
6.622500332405502343e-02,6.622500332406888734e-02,6.622500332827148395e-02,6.622500384769983151e-02,6.622505512874073130e-02,6.622928594501505117e-02,6.661476844838984390e-02,2.452486637943770281e-02
6.160987760031522154e-02,6.160987760039157018e-02,6.160987761971770116e-02,6.160987960420067494e-02,6.161003981087152803e-02,6.161980277746118700e-02,6.208883961545539482e-02,1.676918946137277017e-02
5.540022855411659564e-02,5.540022855454727196e-02,5.540022863370019923e-02,5.540023444081830506e-02,5.540056199182600422e-02,5.541393751344685092e-02,5.573784058372839578e-02,1.157040375261789156e-02
4.774232441961345774e-02,4.774232442239065982e-02,4.774232477232213945e-02,4.774234249986548245e-02,4.774303965717052040e-02,4.776270030413944795e-02,4.801637958762889485e-02,8.085553476995931133e-03
4.215905798441794278e-02,4.215905800014678462e-02,4.215905936575363444e-02,4.215910695204003883e-02,4.216038862633462309e-02,4.218270646367663218e-02,4.208154924966496513e-02,5.749588479813686967e-03
3.152735475352162059e-02,3.152735483223328278e-02,3.152735963390009694e-02,3.152747854355648222e-02,3.152974730566106970e-02,3.155941308861220235e-02,3.137205270248517863e-02,4.183744315364858017e-03
2.326850895420096502e-02,2.326850936261830316e-02,2.326852745188629640e-02,2.326886174204066682e-02,2.327386688083462815e-02,2.332845436917861670e-02,2.348516909606834097e-02,3.134127582966880505e-03
2.038264279664338263e-02,2.038264318401934033e-02,2.038265380913139441e-02,2.038274860033748026e-02,2.038251356064624265e-02,2.034855751113689298e-02,1.898242122786205494e-02,2.430548446586084776e-03
8.997897711000799395e-03,8.997899380698204039e-03,8.997947681446297891e-03,8.998556447215059692e-03,9.004955811203984445e-03,9.056176800853589157e-03,9.185576971884323871e-03,1.958925247497599054e-03
9.424607786379299995e-03,9.424607255777470161e-03,9.424585997759551276e-03,9.424218940777551179e-03,9.418609260986920972e-03,9.338915007552711645e-03,8.104518324412571251e-03,1.642786762973127849e-03
4.123996564259310715e-03,4.123996555177792192e-03,4.123994699829532616e-03,4.123944560554752836e-03,4.122948535463298245e-03,4.105011808415409691e-03,3.796625827376753567e-03,1.430872799473047576e-03
3.272189281294757886e-03,3.272188197727818586e-03,3.272157176111562329e-03,3.271755284665906621e-03,3.267163369416083672e-03,3.220160248828415027e-03,2.788164757145791036e-03,1.288822621704078641e-03
2.115927082483858371e-03,2.115926484770293530e-03,2.115908667828466684e-03,2.115672772678410703e-03,2.112998491024242580e-03,2.087192373842004095e-03,1.888879042450496235e-03,1.193603540002613050e-03
1.648314328520939735e-03,1.648314067477335250e-03,1.648305514218972607e-03,1.648182346665032607e-03,1.646684711224978472e-03,1.631707893896981645e-03,1.520112184669012616e-03,1.129776280773015385e-03
1.372544131734021108e-03,1.372544064042505955e-03,1.372541539225279571e-03,1.372500307664351700e-03,1.371932330060262727e-03,1.365547717355108633e-03,1.312774162587746277e-03,1.086991589427902579e-03
1.220845206151864159e-03,1.220845194207049013e-03,1.220844670309517103e-03,1.220834567866933883e-03,1.220668052836200316e-03,1.218392652743040391e-03,1.194934311936326522e-03,1.058312153155825967e-03
1.134636397438480195e-03,1.134636395977605587e-03,1.134636317714705521e-03,1.134634447525288345e-03,1.134595196885779343e-03,1.133890585904632564e-03,1.123969087276318821e-03,1.039087752113651477e-03
1.084444188657448334e-03,1.084444188526278519e-03,1.084444179498958395e-03,1.084443894833550829e-03,1.084435726825595716e-03,1.084229466600411659e-03,1.080049695879854851e-03,1.026201250722053385e-03
1.054159865395371508e-03,1.054159865385899050e-03,1.054159864485039368e-03,1.054159823962557948e-03,1.054158130828860250e-03,1.054095948399435710e-03,1.052276958102183737e-03,1.017563170515999081e-03
1.035273647154449569e-03,1.035273647153792760e-03,1.035273647059454594e-03,1.035273640646867119e-03,1.035273246348318446e-03,1.035252685300987576e-03,1.034417352786014743e-03,1.011772892194616989e-03
1.023204143199390277e-03,1.023204143199330429e-03,1.023204143186124630e-03,1.023204141880454214e-03,1.023204031280471483e-03,1.023196368771019235e-03,1.022788155010008037e-03,1.007891552563669208e-03
