1.440635109362250432e+01,1.440635109362250432e+01,1.440635109362250432e+01,1.440635107888653010e+01,1.440634658014664637e+01,1.440408747128827827e+01
3.435675801342196678e+02,3.435675801342196678e+02,3.435675721239788345e+02,3.435641912113256922e+02,3.417217735341140497e+02,6.694989456093142621e+01
2.374207529734109414e+02,2.374207529734109414e+02,2.374207381004010813e+02,2.374146245914458291e+02,2.361157324713728940e+02,6.388167539198604317e+01
2.705438196536646274e+02,2.705438196536646274e+02,2.705437801756870044e+02,2.705326167166161326e+02,2.684539017976700848e+02,6.286261500535849223e+01
2.008208661873385950e+02,2.008208661873385950e+02,2.008207718442352530e+02,2.008013964110448057e+02,1.984063058882976236e+02,6.127294477618695367e+01
1.601679884356398702e+02,1.601679884356398702e+02,1.601677851549827949e+02,1.601355049628534459e+02,1.573793198074266684e+02,5.902668587805934663e+01
1.334951894189165387e+02,1.334951894189165387e+02,1.334947958348530506e+02,1.334432688159962481e+02,1.302975311309155586e+02,5.599372684512525211e+01
1.139648149633692356e+02,1.139648149633692356e+02,1.139641392668177957e+02,1.138863953480329485e+02,1.103705369849550237e+02,5.208410934198400355e+01
9.801525179408756117e+01,9.801525179408756117e+01,9.801424650480734613e+01,9.790600487556324083e+01,9.412606544575993439e+01,4.730286539593677730e+01
8.370886865527683085e+01,8.370886865527683085e+01,8.370761029942659093e+01,8.357280201390508978e+01,7.974230452756788168e+01,4.179138540100233712e+01
7.013715152698419786e+01,7.013715152698419786e+01,7.013586700343012126e+01,6.999050877253787917e+01,6.640157266893022836e+01,3.582530342988731320e+01
5.713666344375697292e+01,5.713666344375697292e+01,5.713562158818155012e+01,5.700361826810437549e+01,5.394096945394153408e+01,2.976157548614605020e+01
4.502586160882820820e+01,4.502586160882820820e+01,4.502519954468885999e+01,4.492586820647968437e+01,4.256605821597462125e+01,2.395983105788266343e+01
3.429256176080079399e+01,3.429256176080079399e+01,3.429223132867259238e+01,3.423037192956632424e+01,3.259123417866837968e+01,1.871154120155164691e+01
2.531067203762176376e+01,2.531067203762176376e+01,2.531053992169101718e+01,2.527820930187121462e+01,2.424611649604930008e+01,1.419967103378901285e+01
1.819454429470359713e+01,1.819454429470359713e+01,1.819450047539753257e+01,1.817993817353458752e+01,1.758361629647312441e+01,1.049516427665392726e+01
1.281201239538885517e+01,1.281201239538885517e+01,1.281199976948305164e+01,1.280614453118811014e+01,1.248435187986809147e+01,7.577738475580668265e+00
8.885268758585166182e+00,8.885268758585166182e+00,8.885265424516575195e+00,8.883077622241232874e+00,8.717396294694681913e+00,5.364414741299387224e+00
6.095621196665391039e+00,6.095621196665391039e+00,6.095620342615880816e+00,6.094828193938136351e+00,6.011553921293923963e+00,3.738346114396287057e+00
4.150552370554265735e+00,4.150552370554265735e+00,4.150552146199545156e+00,4.150262791974878240e+00,4.108486435704505446e+00,2.574440769513338445e+00
2.811708748686741366e+00,2.811708748686741366e+00,2.811708685224466375e+00,2.811598264602949371e+00,2.790272457516261184e+00,1.757776407281772535e+00
1.898151412529932580e+00,1.898151412529932580e+00,1.898151392490269318e+00,1.898106220415619161e+00,1.886869306668344404e+00,1.193005647507396461e+00
