2.980000000000000000e+02,2.980000000000000000e+02,2.980000000000000000e+02,2.980000000000000000e+02,2.980000000000000000e+02,2.980000000000000000e+02
2.883557246958819746e+02,2.883557246958819746e+02,2.883557246958819746e+02,2.883557246958819746e+02,2.883557246958819746e+02,2.980000000000000000e+02
2.867514032974177667e+02,2.867514032974177667e+02,2.867514032974177667e+02,2.867514032974177667e+02,2.867514032974177667e+02,2.980000000000000000e+02
2.863562070929441461e+02,2.863562070929441461e+02,2.863562070929441461e+02,2.863562070929441461e+02,2.863562070929441461e+02,2.980000000000000000e+02
2.964920189427932087e+02,2.964920189427932087e+02,2.964920189427932087e+02,2.964920189427932087e+02,2.964920189427932087e+02,2.980000000000000000e+02
2.973209832876048040e+02,2.973209832876048040e+02,2.973209832876048040e+02,2.973209832876048040e+02,2.973209832876048040e+02,2.980000000000000000e+02
2.979986310639878297e+02,2.979986310639878297e+02,2.979986310639878297e+02,2.979986310639878297e+02,2.979986310639878297e+02,2.980000000000000000e+02
2.979676443501850827e+02,2.979676443501850827e+02,2.979676443501850827e+02,2.979676443501850827e+02,2.979676443501850827e+02,2.980000000000000000e+02
2.979913920171287600e+02,2.979913920171287600e+02,2.979913920171287600e+02,2.979913920171287600e+02,2.979913920171287600e+02,2.980000000000000000e+02
2.979954310513748510e+02,2.979954310513748510e+02,2.979954310513748510e+02,2.979954310513748510e+02,2.979954310513748510e+02,2.980000000000000000e+02
2.979979956280436681e+02,2.979979956280436681e+02,2.979979956280436681e+02,2.979979956280436681e+02,2.979979956280436681e+02,2.980000000000000000e+02
2.979990949251726988e+02,2.979990949251726988e+02,2.979990949251726988e+02,2.979990949251726988e+02,2.979990949251726988e+02,2.980000000000000000e+02
2.979995934517278329e+02,2.979995934517278329e+02,2.979995934517278329e+02,2.979995934517278329e+02,2.979995934517278329e+02,2.980000000000000000e+02
2.979998173145834812e+02,2.979998173145834812e+02,2.979998173145834812e+02,2.979998173145834812e+02,2.979998173145834812e+02,2.980000000000000000e+02
2.979999179138042678e+02,2.979999179138042678e+02,2.979999179138042678e+02,2.979999179138042678e+02,2.979999179138042678e+02,2.980000000000000000e+02
2.979999631161880416e+02,2.979999631161880416e+02,2.979999631161880416e+02,2.979999631161880416e+02,2.979999631161880416e+02,2.980000000000000000e+02
2.979999834270095675e+02,2.979999834270095675e+02,2.979999834270095675e+02,2.979999834270095675e+02,2.979999834270095675e+02,2.980000000000000000e+02
2.979999925532687826e+02,2.979999925532687826e+02,2.979999925532687826e+02,2.979999925532687826e+02,2.979999925532687826e+02,2.980000000000000000e+02
2.979999966539662637e+02,2.979999966539662637e+02,2.979999966539662637e+02,2.979999966539662637e+02,2.979999966539662637e+02,2.980000000000000000e+02
2.979999984965297131e+02,2.979999984965297131e+02,2.979999984965297131e+02,2.979999984965297131e+02,2.979999984965297131e+02,2.980000000000000000e+02
2.979999993244470602e+02,2.979999993244470602e+02,2.979999993244470602e+02,2.979999993244470602e+02,2.979999993244470602e+02,2.980000000000000000e+02
2.979999996964544948e+02,2.979999996964544948e+02,2.979999996964544948e+02,2.979999996964544948e+02,2.979999996964544948e+02,2.980000000000000000e+02
2.979999998636082523e+02,2.979999998636082523e+02,2.979999998636082523e+02,2.979999998636082523e+02,2.979999998636082523e+02,2.980000000000000000e+02
2.979999999387152911e+02,2.979999999387152911e+02,2.979999999387152911e+02,2.979999999387152911e+02,2.979999999387152911e+02,2.980000000000000000e+02
2.979999999724630015e+02,2.979999999724630015e+02,2.979999999724630015e+02,2.979999999724630015e+02,2.979999999724630015e+02,2.980000000000000000e+02
2.979999999876269499e+02,2.979999999876269499e+02,2.979999999876269499e+02,2.979999999876269499e+02,2.979999999876269499e+02,2.980000000000000000e+02
2.979999999944403726e+02,2.979999999944403726e+02,2.979999999944403726e+02,2.979999999944403726e+02,2.979999999944403726e+02,2.980000000000000000e+02
2.979999999975019023e+02,2.979999999975019023e+02,2.979999999975019023e+02,2.979999999975019023e+02,2.979999999975019023e+02,2.980000000000000000e+02
2.979999999988775130e+02,2.979999999988775130e+02,2.979999999988775130e+02,2.979999999988775130e+02,2.979999999988775130e+02,2.980000000000000000e+02
2.979999999994955715e+02,2.979999999994955715e+02,2.979999999994955715e+02,2.979999999994955715e+02,2.979999999994955715e+02,2.980000000000000000e+02
2.979999999997733084e+02,2.979999999997733084e+02,2.979999999997733084e+02,2.979999999997733084e+02,2.979999999997733084e+02,2.980000000000000000e+02
2.979999999998981366e+02,2.979999999998981366e+02,2.979999999998981366e+02,2.979999999998981366e+02,2.979999999998981366e+02,2.980000000000000000e+02
2.979999999999542410e+02,2.979999999999542410e+02,2.979999999999542410e+02,2.979999999999542410e+02,2.979999999999542410e+02,2.980000000000000000e+02
2.979999999999794227e+02,2.979999999999794227e+02,2.979999999999794227e+02,2.979999999999794227e+02,2.979999999999794227e+02,2.980000000000000000e+02
2.979999999999906777e+02,2.979999999999906777e+02,2.979999999999906777e+02,2.979999999999906777e+02,2.979999999999906777e+02,2.980000000000000000e+02
2.979999999999959641e+02,2.979999999999959641e+02,2.979999999999959641e+02,2.979999999999959641e+02,2.979999999999959641e+02,2.980000000000000000e+02
2.979999999999983515e+02,2.979999999999983515e+02,2.979999999999983515e+02,2.979999999999983515e+02,2.979999999999983515e+02,2.980000000000000000e+02
2.979999999999992610e+02,2.979999999999992610e+02,2.979999999999992610e+02,2.979999999999992610e+02,2.979999999999992610e+02,2.980000000000000000e+02
2.979999999999996021e+02,2.979999999999996021e+02,2.979999999999996021e+02,2.979999999999996021e+02,2.979999999999996021e+02,2.980000000000000000e+02
2.979999999999998295e+02,2.979999999999998295e+02,2.979999999999998295e+02,2.979999999999998295e+02,2.979999999999998295e+02,2.980000000000000000e+02
2.980000000000001137e+02,2.980000000000001137e+02,2.980000000000001137e+02,2.980000000000001137e+02,2.980000000000001137e+02,2.980000000000000000e+02
2.979999999999998863e+02,2.979999999999998863e+02,2.979999999999998863e+02,2.979999999999998863e+02,2.979999999999998863e+02,2.980000000000000000e+02
2.980000000000000568e+02,2.980000000000000568e+02,2.980000000000000568e+02,2.980000000000000568e+02,2.980000000000000568e+02,2.980000000000000000e+02
2.980000000000000568e+02,2.980000000000000568e+02,2.980000000000000568e+02,2.980000000000000568e+02,2.980000000000000568e+02,2.980000000000000000e+02
2.980000000000000000e+02,2.980000000000000000e+02,2.980000000000000000e+02,2.980000000000000000e+02,2.980000000000000000e+02,2.980000000000000000e+02
2.980000000000000568e+02,2.980000000000000568e+02,2.980000000000000568e+02,2.980000000000000568e+02,2.980000000000000568e+02,2.980000000000000000e+02
2.979999999999998863e+02,2.979999999999998863e+02,2.979999999999998863e+02,2.979999999999998863e+02,2.979999999999998863e+02,2.980000000000000000e+02
2.979999999999999432e+02,2.979999999999999432e+02,2.979999999999999432e+02,2.979999999999999432e+02,2.979999999999999432e+02,2.980000000000000000e+02
2.980000000000000000e+02,2.980000000000000000e+02,2.980000000000000000e+02,2.980000000000000000e+02,2.980000000000000000e+02,2.980000000000000000e+02
